Orthogroup	AF303741.1	AF371960.1	AY521625.1	AY532606.1	AY779031.1	AY894343.1	BD143114.1	GQ273492.1	HF920633.1	HF920637.1	KC244182.1	KF938901.1	KT804738.1	KX643370	LS484712.1	MF599468.1	MG570131.1	MG570132.1	MK098185.1	MK098186.1	MK098187.1	MK689685.1	MK689686.1	MN432490.1	MN562489.1	MN803438.1	MT521409.1	MT798582.1	MT926123.1	MT986830.1	MW139932.1	NC_005946.1	NC_027778.1	OK042108.1	OK042109.1	OL774653.1	OL774654.1	OL774655.1	OM037668.1	ON075463.1	ON740976.1	ON743042.1	OP009387.1	OQ475017.1
OG0000113		AF371960.1_00011		AY532606.1_00010	AY779031.1_00011		BD143114.1_00064	GQ273492.1_00011									MG570131.1_00012	MG570132.1_00012	MK098185.1_00011	MK098186.1_00011	MK098187.1_00011	MK689685.1_00011		MN432490.1_00011	MN562489.1_00084		MT521409.1_00085		MT926123.1_00011	MT986830.1_00011	MW139932.1_00011		NC_027778.1_00065		OK042109.1_00065		OL774654.1_00011	OL774655.1_00011	OM037668.1_00053			ON743042.1_00011	OP009387.1_00011	OQ475017.1_00011
OG0000114		AF371960.1_00054		AY532606.1_00054		AY894343.1_00053	BD143114.1_00022	GQ273492.1_00053			KC244182.1_00053		KT804738.1_00052				MG570131.1_00054	MG570132.1_00054					MK689686.1_00053	MN432490.1_00055	MN562489.1_00035		MT521409.1_00036	MT798582.1_00052	MT926123.1_00055	MT986830.1_00056			NC_027778.1_00015	OK042108.1_00023	OK042109.1_00023				OM037668.1_00101	ON075463.1_00052	ON740976.1_00054	ON743042.1_00056	OP009387.1_00054	OQ475017.1_00053
OG0000115					AY779031.1_00022		BD143114.1_00054	GQ273492.1_00021			KC244182.1_00021								MK098185.1_00021	MK098186.1_00021	MK098187.1_00021			MN432490.1_00022	MN562489.1_00095		MT521409.1_00096	MT798582.1_00005	MT926123.1_00021	MT986830.1_00021	MW139932.1_00022		NC_027778.1_00076	OK042108.1_00056	OK042109.1_00055	OL774653.1_00038	OL774654.1_00021	OL774655.1_00021	OM037668.1_00042		ON740976.1_00020	ON743042.1_00021	OP009387.1_00022	OQ475017.1_00021
OG0000116		AF371960.1_00094		AY532606.1_00095	AY779031.1_00100		BD143114.1_00107	GQ273492.1_00089			KC244182.1_00092						MG570131.1_00089	MG570132.1_00089	MK098185.1_00092	MK098186.1_00089	MK098187.1_00092	MK689685.1_00091		MN432490.1_00094	MN562489.1_00054		MT521409.1_00055		MT926123.1_00094		MW139932.1_00093		NC_027778.1_00034	OK042108.1_00107	OK042109.1_00108			OL774655.1_00093	OM037668.1_00082		ON740976.1_00091		OP009387.1_00093	
OG0000117	AF303741.1_00007, AF303741.1_00066, AF303741.1_00094, AF303741.1_00095, AF303741.1_00109, AF303741.1_00173								HF920633.1_00040, HF920633.1_00057, HF920633.1_00107, HF920633.1_00117, HF920633.1_00143, HF920633.1_00170, HF920633.1_00172	HF920637.1_00034, HF920637.1_00096, HF920637.1_00102, HF920637.1_00130, HF920637.1_00158, HF920637.1_00184, HF920637.1_00206, HF920637.1_00208		KF938901.1_00085, KF938901.1_00140																																
OG0000118	AF303741.1_00106, AF303741.1_00170		AY521625.1_00036						HF920633.1_00086	HF920637.1_00018, HF920637.1_00138				Lymph_LDV3_KX643370_00048, Lymph_LDV3_KX643370_00076, Lymph_LDV3_KX643370_00079, Lymph_LDV3_KX643370_00108, Lymph_LDV3_KX643370_00125, Lymph_LDV3_KX643370_00132, Lymph_LDV3_KX643370_00133		MF599468.1_00036, MF599468.1_00096										MN803438.1_00012, MN803438.1_00021, MN803438.1_00094, MN803438.1_00107, MN803438.1_00112, MN803438.1_00120, MN803438.1_00125						NC_005946.1_00020												
OG0000119		AF371960.1_00067		AY532606.1_00068	AY779031.1_00071	AY894343.1_00066	BD143114.1_00010						KT804738.1_00063						MK098185.1_00067	MK098186.1_00064	MK098187.1_00067	MK689685.1_00064	MK689686.1_00065					MT798582.1_00097	MT926123.1_00068	MT986830.1_00068	MW139932.1_00068			OK042108.1_00010	OK042109.1_00011	OL774653.1_00085	OL774654.1_00066	OL774655.1_00069		ON075463.1_00064	ON740976.1_00066	ON743042.1_00068		
OG0000120				AY532606.1_00118		AY894343.1_00114	BD143114.1_00086	GQ273492.1_00109			KC244182.1_00113		KT804738.1_00110				MG570131.1_00109	MG570132.1_00109	MK098185.1_00113	MK098186.1_00110	MK098187.1_00113		MK689686.1_00111								MW139932.1_00114			OK042108.1_00086	OK042109.1_00087	OL774653.1_00007	OL774654.1_00112	OL774655.1_00114		ON075463.1_00110	ON740976.1_00112	ON743042.1_00114		OQ475017.1_00111
OG0000121	AF303741.1_00005, AF303741.1_00065								HF920633.1_00116	HF920637.1_00183						MF599468.1_00023, MF599468.1_00024, MF599468.1_00029, MF599468.1_00038, MF599468.1_00054, MF599468.1_00055, MF599468.1_00070, MF599468.1_00091, MF599468.1_00099, MF599468.1_00100, MF599468.1_00101, MF599468.1_00102, MF599468.1_00103, MF599468.1_00104, MF599468.1_00114, MF599468.1_00128, MF599468.1_00145																												
OG0000122				AY532606.1_00108	AY779031.1_00113	AY894343.1_00105	BD143114.1_00095				KC244182.1_00104		KT804738.1_00101						MK098185.1_00104	MK098186.1_00101	MK098187.1_00104		MK689686.1_00102								MW139932.1_00105			OK042108.1_00095	OK042109.1_00096	OL774653.1_00123	OL774654.1_00103	OL774655.1_00105		ON075463.1_00101	ON740976.1_00103	ON743042.1_00105	OP009387.1_00104	OQ475017.1_00102
OG0000123	AF303741.1_00121, AF303741.1_00178, AF303741.1_00195								HF920633.1_00007, HF920633.1_00130, HF920633.1_00147, HF920633.1_00174	HF920637.1_00029, HF920637.1_00147, HF920637.1_00198, HF920637.1_00218		KF938901.1_00020, KF938901.1_00049, KF938901.1_00091, KF938901.1_00115			LS484712.1_00198																													
OG0000124		AF371960.1_00026		AY532606.1_00024	AY779031.1_00028			GQ273492.1_00026										MG570132.1_00027	MK098185.1_00028		MK098187.1_00028			MN432490.1_00027				MT798582.1_00083	MT926123.1_00027	MT986830.1_00028						OL774653.1_00045		OL774655.1_00028						OQ475017.1_00026
OG0000125		AF371960.1_00074												Lymph_LDV3_KX643370_00009, Lymph_LDV3_KX643370_00017								MK689685.1_00071		MN432490.1_00074	MN562489.1_00075	MN803438.1_00082	MT521409.1_00076		MT926123.1_00075	MT986830.1_00076			NC_027778.1_00056						OM037668.1_00062				OP009387.1_00073	
OG0000126	AF303741.1_00088								HF920633.1_00059, HF920633.1_00081, HF920633.1_00119			KF938901.1_00001, KF938901.1_00030, KF938901.1_00084, KF938901.1_00119, KF938901.1_00127, KF938901.1_00135, KF938901.1_00151, KF938901.1_00158																																
OG0000127							BD143114.1_00048												MK098185.1_00030	MK098186.1_00027	MK098187.1_00030										MW139932.1_00030			OK042108.1_00049		OL774653.1_00048	OL774654.1_00028	OL774655.1_00031			ON740976.1_00027	ON743042.1_00028		OQ475017.1_00028
OG0000128																									MN562489.1_00003, MN562489.1_00004, MN562489.1_00071		MT521409.1_00003, MT521409.1_00004, MT521409.1_00072						NC_027778.1_00052, NC_027778.1_00124, NC_027778.1_00125						OM037668.1_00066, OM037668.1_00131, OM037668.1_00132					
OG0000129				AY532606.1_00023			BD143114.1_00050										MG570131.1_00026	MG570132.1_00026		MK098186.1_00025		MK689685.1_00024									MW139932.1_00027			OK042108.1_00051			OL774654.1_00025				ON740976.1_00025	ON743042.1_00026		
OG0000130				AY532606.1_00048		AY894343.1_00047					KC244182.1_00047												MK689686.1_00047					MT798582.1_00058		MT986830.1_00050				OK042108.1_00029	OK042109.1_00029						ON740976.1_00048	ON743042.1_00050	OP009387.1_00048	
OG0000131															LS484712.1_00025, LS484712.1_00026, LS484712.1_00027, LS484712.1_00028, LS484712.1_00030, LS484712.1_00031, LS484712.1_00032, LS484712.1_00034, LS484712.1_00252, LS484712.1_00253, LS484712.1_00254																													
OG0000132	AF303741.1_00089, AF303741.1_00130								HF920633.1_00004	HF920637.1_00057, HF920637.1_00058, HF920637.1_00093, HF920637.1_00094, HF920637.1_00199, HF920637.1_00201, HF920637.1_00216																																		
OG0000133	AF303741.1_00101								HF920633.1_00156	HF920637.1_00123		KF938901.1_00108		Lymph_LDV3_KX643370_00042											MN562489.1_00069	MN803438.1_00005	MT521409.1_00070						NC_027778.1_00049						OM037668.1_00068					
OG0000134	AF303741.1_00126		AY521625.1_00098						HF920633.1_00135	HF920637.1_00219		KF938901.1_00086		Lymph_LDV3_KX643370_00121	LS484712.1_00057	MF599468.1_00002										MN803438.1_00115						NC_005946.1_00001												
OG0000135						AY894343.1_00092							KT804738.1_00088										MK689686.1_00090					MT798582.1_00114		MT986830.1_00096						OL774653.1_00110	OL774654.1_00091			ON075463.1_00089		ON743042.1_00093		OQ475017.1_00089
OG0000136														Lymph_LDV3_KX643370_00041											MN562489.1_00066, MN562489.1_00122	MN803438.1_00022	MT521409.1_00067, MT521409.1_00123						NC_027778.1_00046, NC_027778.1_00104						OM037668.1_00015, OM037668.1_00071					
OG0000137															LS484712.1_00008, LS484712.1_00009, LS484712.1_00010, LS484712.1_00064, LS484712.1_00065, LS484712.1_00068, LS484712.1_00069, LS484712.1_00070, LS484712.1_00072, LS484712.1_00255																													
OG0000138	AF303741.1_00031		AY521625.1_00056						HF920633.1_00132	HF920637.1_00105		KF938901.1_00048		Lymph_LDV3_KX643370_00139	LS484712.1_00251											MN803438.1_00105						NC_005946.1_00039												
OG0000139	AF303741.1_00100, AF303741.1_00162								HF920633.1_00053	HF920637.1_00181		KF938901.1_00065		Lymph_LDV3_KX643370_00145	LS484712.1_00063	MF599468.1_00051										MN803438.1_00137																		
OG0000140		AF371960.1_00077				AY894343.1_00075					KC244182.1_00075											MK689685.1_00074		MN432490.1_00077					MT926123.1_00078	MT986830.1_00079					OK042109.1_00002								OP009387.1_00076	
OG0000141			AY521625.1_00046																						MN562489.1_00009, MN562489.1_00070		MT521409.1_00009, MT521409.1_00071						NC_027778.1_00050, NC_027778.1_00130						OM037668.1_00067, OM037668.1_00126					
OG0000142					AY779031.1_00021						KC244182.1_00020							MG570132.1_00022					MK689686.1_00020	MN432490.1_00021				MT798582.1_00006			MW139932.1_00021									ON075463.1_00020			OP009387.1_00021	
OG0000143					AY779031.1_00026														MK098185.1_00025		MK098187.1_00025										MW139932.1_00026			OK042108.1_00052		OL774653.1_00042		OL774655.1_00025			ON740976.1_00024	ON743042.1_00025		
OG0000144														Lymph_LDV3_KX643370_00012, Lymph_LDV3_KX643370_00085, Lymph_LDV3_KX643370_00100											MN562489.1_00101	MN803438.1_00011, MN803438.1_00096	MT521409.1_00102						NC_027778.1_00082						OM037668.1_00036					
OG0000145																MF599468.1_00032, MF599468.1_00068, MF599468.1_00069, MF599468.1_00109, MF599468.1_00110, MF599468.1_00111, MF599468.1_00136, MF599468.1_00137, MF599468.1_00138																												
OG0000146																									MN562489.1_00007, MN562489.1_00014		MT521409.1_00007, MT521409.1_00014						NC_027778.1_00128, NC_027778.1_00135, NC_027778.1_00136						OM037668.1_00121, OM037668.1_00128					
OG0000147	AF303741.1_00072		AY521625.1_00133						HF920633.1_00026	HF920637.1_00060		KF938901.1_00069			LS484712.1_00133	MF599468.1_00161																NC_005946.1_00054												
OG0000148	AF303741.1_00157								HF920633.1_00064	HF920637.1_00014		KF938901.1_00007		Lymph_LDV3_KX643370_00043	LS484712.1_00197	MF599468.1_00027										MN803438.1_00006																		
OG0000149	AF303741.1_00185								HF920633.1_00014, HF920633.1_00027, HF920633.1_00092, HF920633.1_00104, HF920633.1_00153	HF920637.1_00084, HF920637.1_00169																																		
OG0000150		AF371960.1_00025			AY779031.1_00027														MK098185.1_00027		MK098187.1_00027								MT926123.1_00026	MT986830.1_00027						OL774653.1_00044		OL774655.1_00027						
OG0000151			AY521625.1_00002											Lymph_LDV3_KX643370_00047											MN562489.1_00136	MN803438.1_00010	MT521409.1_00137					NC_005946.1_00052	NC_027778.1_00119						OM037668.1_00001					
OG0000152				AY532606.1_00025	AY779031.1_00029																	MK689685.1_00025						MT798582.1_00081			MW139932.1_00028					OL774653.1_00046	OL774654.1_00026	OL774655.1_00029						
OG0000153	AF303741.1_00070, AF303741.1_00099								HF920633.1_00019, HF920633.1_00099, HF920633.1_00100, HF920633.1_00129	HF920637.1_00151																																		
OG0000154	AF303741.1_00090, AF303741.1_00145								HF920633.1_00088	HF920637.1_00011, HF920637.1_00180		KF938901.1_00112			LS484712.1_00211																													
OG0000155	AF303741.1_00182								HF920633.1_00096, HF920633.1_00114	HF920637.1_00071, HF920637.1_00162		KF938901.1_00066, KF938901.1_00153																																
OG0000156	AF303741.1_00183								HF920633.1_00036	HF920637.1_00168		KF938901.1_00106		Lymph_LDV3_KX643370_00140		MF599468.1_00074										MN803438.1_00135																		
OG0000157	AF303741.1_00192		AY521625.1_00044						HF920633.1_00106	HF920637.1_00150		KF938901.1_00118				MF599468.1_00142																NC_005946.1_00063												
OG0000158			AY521625.1_00003, AY521625.1_00078, AY521625.1_00079, AY521625.1_00080, AY521625.1_00081, AY521625.1_00082, AY521625.1_00127																																									
OG0000159			AY521625.1_00018						HF920633.1_00024			KF938901.1_00027		Lymph_LDV3_KX643370_00149		MF599468.1_00060										MN803438.1_00003						NC_005946.1_00044												
OG0000160			AY521625.1_00025, AY521625.1_00026, AY521625.1_00027, AY521625.1_00029, AY521625.1_00030, AY521625.1_00032, AY521625.1_00033																																									
OG0000161			AY521625.1_00126							HF920637.1_00072				Lymph_LDV3_KX643370_00090		MF599468.1_00066, MF599468.1_00156										MN803438.1_00078						NC_005946.1_00075												
OG0000162															LS484712.1_00082, LS484712.1_00083, LS484712.1_00084, LS484712.1_00085, LS484712.1_00086, LS484712.1_00087, LS484712.1_00088																													
OG0000163																MF599468.1_00047, MF599468.1_00049, MF599468.1_00118, MF599468.1_00119, MF599468.1_00157, MF599468.1_00158, MF599468.1_00159																												
OG0000164	AF303741.1_00009									HF920637.1_00013															MN562489.1_00115		MT521409.1_00116						NC_027778.1_00097						OM037668.1_00022					
OG0000165	AF303741.1_00049, AF303741.1_00078, AF303741.1_00083, AF303741.1_00147								HF920633.1_00030	HF920637.1_00116																																		
OG0000166	AF303741.1_00056								HF920633.1_00134	HF920637.1_00056		KF938901.1_00102			LS484712.1_00116	MF599468.1_00141																												
OG0000167	AF303741.1_00067, AF303741.1_00068								HF920633.1_00039	HF920637.1_00140		KF938901.1_00075			LS484712.1_00113																													
OG0000168	AF303741.1_00076								HF920633.1_00105	HF920637.1_00095		KF938901.1_00117			LS484712.1_00140	MF599468.1_00004																												
OG0000169	AF303741.1_00087								HF920633.1_00082	HF920637.1_00049		KF938901.1_00103			LS484712.1_00195	MF599468.1_00162																												
OG0000170	AF303741.1_00091								HF920633.1_00169	HF920637.1_00120		KF938901.1_00128			LS484712.1_00212	MF599468.1_00067																												
OG0000171	AF303741.1_00096								HF920633.1_00177	HF920637.1_00045		KF938901.1_00121			LS484712.1_00112	MF599468.1_00105																												
OG0000172	AF303741.1_00105		AY521625.1_00014						HF920633.1_00144			KF938901.1_00101				MF599468.1_00081																NC_005946.1_00004												
OG0000173	AF303741.1_00117															MF599468.1_00098									MN562489.1_00114		MT521409.1_00115						NC_027778.1_00096						OM037668.1_00023					
OG0000174	AF303741.1_00169								HF920633.1_00145	HF920637.1_00077, HF920637.1_00148		KF938901.1_00104				MF599468.1_00045																												
OG0000175	AF303741.1_00179								HF920633.1_00046	HF920637.1_00067		KF938901.1_00150			LS484712.1_00184	MF599468.1_00155																												
OG0000176	AF303741.1_00181								HF920633.1_00031, HF920633.1_00161	HF920637.1_00069		KF938901.1_00006, KF938901.1_00105																																
OG0000177			AY521625.1_00005						HF920633.1_00171			KF938901.1_00017		Lymph_LDV3_KX643370_00060												MN803438.1_00028						NC_005946.1_00026												
OG0000178			AY521625.1_00011											Lymph_LDV3_KX643370_00059		MF599468.1_00089, MF599468.1_00108										MN803438.1_00030						NC_005946.1_00033												
OG0000179			AY521625.1_00140						HF920633.1_00034			KF938901.1_00009		Lymph_LDV3_KX643370_00080												MN803438.1_00092						NC_005946.1_00029												
OG0000180				AY532606.1_00027		AY894343.1_00026					KC244182.1_00026		KT804738.1_00026										MK689686.1_00026																	ON075463.1_00026				
OG0000181								GQ273492.1_00025											MK098185.1_00026		MK098187.1_00026															OL774653.1_00043		OL774655.1_00026						OQ475017.1_00025
OG0000182														Lymph_LDV3_KX643370_00114											MN562489.1_00048	MN803438.1_00130	MT521409.1_00049						NC_027778.1_00028						OM037668.1_00088					
OG0000183															LS484712.1_00089, LS484712.1_00090, LS484712.1_00225, LS484712.1_00268, LS484712.1_00269, LS484712.1_00270																													
OG0000184	AF303741.1_00001, AF303741.1_00141, AF303741.1_00142									HF920637.1_00062, HF920637.1_00122																																		
OG0000185	AF303741.1_00003								HF920633.1_00128	HF920637.1_00020		KF938901.1_00116				MF599468.1_00129																												
OG0000186	AF303741.1_00004								HF920633.1_00110	HF920637.1_00139		KF938901.1_00133				MF599468.1_00022																												
OG0000187	AF303741.1_00015								HF920633.1_00149	HF920637.1_00100		KF938901.1_00141				MF599468.1_00079																												
OG0000188	AF303741.1_00017								HF920633.1_00165	HF920637.1_00212		KF938901.1_00014				MF599468.1_00037																												
OG0000189	AF303741.1_00085								HF920633.1_00103	HF920637.1_00047		KF938901.1_00100				MF599468.1_00025																												
OG0000190	AF303741.1_00086								HF920633.1_00020, HF920633.1_00021	HF920637.1_00048		KF938901.1_00099																																
OG0000191	AF303741.1_00104								HF920633.1_00032			KF938901.1_00073				MF599468.1_00052, MF599468.1_00061																												
OG0000192	AF303741.1_00112								HF920633.1_00022	HF920637.1_00085		KF938901.1_00152				MF599468.1_00043																												
OG0000193	AF303741.1_00122								HF920633.1_00131	HF920637.1_00019		KF938901.1_00063			LS484712.1_00196																													
OG0000194	AF303741.1_00136								HF920633.1_00120	HF920637.1_00193		KF938901.1_00134				MF599468.1_00015																												
OG0000195	AF303741.1_00146								HF920633.1_00146	HF920637.1_00043		KF938901.1_00139			LS484712.1_00224																													
OG0000196	AF303741.1_00148								HF920633.1_00056	HF920637.1_00160		KF938901.1_00070				MF599468.1_00172																												
OG0000197	AF303741.1_00150								HF920633.1_00123	HF920637.1_00192		KF938901.1_00146				MF599468.1_00044																												
OG0000198	AF303741.1_00151								HF920633.1_00050	HF920637.1_00070		KF938901.1_00077			LS484712.1_00060																													
OG0000199	AF303741.1_00161								HF920633.1_00098	HF920637.1_00194		KF938901.1_00079				MF599468.1_00065																												
OG0000200	AF303741.1_00174									HF920637.1_00133, HF920637.1_00136, HF920637.1_00142						MF599468.1_00016																												
OG0000201	AF303741.1_00177								HF920633.1_00035	HF920637.1_00035		KF938901.1_00010			LS484712.1_00163																													
OG0000202	AF303741.1_00184								HF920633.1_00029	HF920637.1_00009		KF938901.1_00008			LS484712.1_00120																													
OG0000203	AF303741.1_00193								HF920633.1_00121	HF920637.1_00149		KF938901.1_00113			LS484712.1_00106																													
OG0000204	AF303741.1_00197								HF920633.1_00125	HF920637.1_00005		KF938901.1_00148				MF599468.1_00125																												
OG0000205		AF371960.1_00059						GQ273492.1_00058														MK689685.1_00056							MT926123.1_00060						OK042109.1_00018									
OG0000206			AY521625.1_00066											Lymph_LDV3_KX643370_00021		MF599468.1_00006										MN803438.1_00044						NC_005946.1_00062												
OG0000207			AY521625.1_00076, AY521625.1_00106, AY521625.1_00107, AY521625.1_00108, AY521625.1_00109																																									
OG0000208			AY521625.1_00097											Lymph_LDV3_KX643370_00014, Lymph_LDV3_KX643370_00064, Lymph_LDV3_KX643370_00128												MN803438.1_00121																		
OG0000209						AY894343.1_00024							KT804738.1_00024										MK689686.1_00024					MT798582.1_00082												ON075463.1_00024				
OG0000210						AY894343.1_00093							KT804738.1_00089																	MT986830.1_00097						OL774653.1_00111								OQ475017.1_00090
OG0000211									HF920633.1_00139	HF920637.1_00024		KF938901.1_00137		Lymph_LDV3_KX643370_00020												MN803438.1_00045																		
OG0000212															LS484712.1_00024										MN562489.1_00120		MT521409.1_00121						NC_027778.1_00102						OM037668.1_00017					
OG0000213																									MN562489.1_00074		MT521409.1_00075					NC_005946.1_00007	NC_027778.1_00055						OM037668.1_00063					
OG0000214	AF303741.1_00008								HF920633.1_00101	HF920637.1_00215					LS484712.1_00052																													
OG0000215	AF303741.1_00012									HF920637.1_00065, HF920637.1_00115, HF920637.1_00177																																		
OG0000216	AF303741.1_00018								HF920633.1_00008	HF920637.1_00211		KF938901.1_00130																																
OG0000217	AF303741.1_00024									HF920637.1_00008, HF920637.1_00083, HF920637.1_00200																																		
OG0000218	AF303741.1_00042								HF920633.1_00063	HF920637.1_00188		KF938901.1_00057																																
OG0000219	AF303741.1_00044								HF920633.1_00160	HF920637.1_00187		KF938901.1_00082																																
OG0000220	AF303741.1_00064								HF920633.1_00061	HF920637.1_00074		KF938901.1_00109																																
OG0000221	AF303741.1_00074								HF920633.1_00018			KF938901.1_00029			LS484712.1_00233																													
OG0000222	AF303741.1_00107								HF920633.1_00023	HF920637.1_00204		KF938901.1_00098																																
OG0000223	AF303741.1_00120								HF920633.1_00102	HF920637.1_00124		KF938901.1_00136																																
OG0000224	AF303741.1_00124								HF920633.1_00074	HF920637.1_00144		KF938901.1_00045																																
OG0000225	AF303741.1_00135								HF920633.1_00087	HF920637.1_00167		KF938901.1_00090																																
OG0000226	AF303741.1_00159								HF920633.1_00041	HF920637.1_00040		KF938901.1_00155																																
OG0000227	AF303741.1_00160								HF920633.1_00013	HF920637.1_00195		KF938901.1_00035																																
OG0000228	AF303741.1_00175								HF920633.1_00113	HF920637.1_00012		KF938901.1_00062																																
OG0000229	AF303741.1_00203								HF920633.1_00037	HF920637.1_00022		KF938901.1_00107																																
OG0000230	AF303741.1_00204								HF920633.1_00155	HF920637.1_00021		KF938901.1_00154																																
OG0000231		AF371960.1_00024																						MN432490.1_00026					MT926123.1_00025	MT986830.1_00025														
OG0000232			AY521625.1_00023											Lymph_LDV3_KX643370_00106												MN803438.1_00110						NC_005946.1_00051												
OG0000233			AY521625.1_00057											Lymph_LDV3_KX643370_00005		MF599468.1_00062										MN803438.1_00140																		
OG0000234			AY521625.1_00061											Lymph_LDV3_KX643370_00046												MN803438.1_00008						NC_005946.1_00088												
OG0000235			AY521625.1_00094											Lymph_LDV3_KX643370_00054												MN803438.1_00026						NC_005946.1_00096												
OG0000236			AY521625.1_00116											Lymph_LDV3_KX643370_00146												MN803438.1_00136						NC_005946.1_00015												
OG0000237			AY521625.1_00128											Lymph_LDV3_KX643370_00102												MN803438.1_00099						NC_005946.1_00073												
OG0000238				AY532606.1_00060	AY779031.1_00064						KC244182.1_00059																							OK042108.1_00017										
OG0000239					AY779031.1_00058																										MW139932.1_00056						OL774654.1_00054	OL774655.1_00057						
OG0000240														Lymph_LDV3_KX643370_00019, Lymph_LDV3_KX643370_00024												MN803438.1_00039, MN803438.1_00081																		
OG0000241														Lymph_LDV3_KX643370_00035, Lymph_LDV3_KX643370_00071												MN803438.1_00050, MN803438.1_00061																		
OG0000242														Lymph_LDV3_KX643370_00062, Lymph_LDV3_KX643370_00142												MN803438.1_00072, MN803438.1_00133																		
OG0000243														Lymph_LDV3_KX643370_00074, Lymph_LDV3_KX643370_00084												MN803438.1_00058, MN803438.1_00087																		
OG0000244															LS484712.1_00154, LS484712.1_00156, LS484712.1_00158, LS484712.1_00161																													
OG0000245															LS484712.1_00227, LS484712.1_00229, LS484712.1_00231, LS484712.1_00249																													
OG0000246																									MN562489.1_00021		MT521409.1_00022						NC_027778.1_00001						OM037668.1_00114					
OG0000247																									MN562489.1_00024		MT521409.1_00025						NC_027778.1_00004						OM037668.1_00112					
OG0000248																									MN562489.1_00025		MT521409.1_00026						NC_027778.1_00005						OM037668.1_00111					
OG0000249																									MN562489.1_00027		MT521409.1_00028						NC_027778.1_00007						OM037668.1_00109					
OG0000250																									MN562489.1_00028		MT521409.1_00029						NC_027778.1_00008						OM037668.1_00108					
OG0000251																									MN562489.1_00029		MT521409.1_00030						NC_027778.1_00009						OM037668.1_00107					
OG0000252																									MN562489.1_00032		MT521409.1_00033						NC_027778.1_00012						OM037668.1_00104					
OG0000253																									MN562489.1_00033		MT521409.1_00034						NC_027778.1_00013						OM037668.1_00103					
OG0000254																									MN562489.1_00034		MT521409.1_00035						NC_027778.1_00014						OM037668.1_00102					
OG0000255																									MN562489.1_00042		MT521409.1_00043						NC_027778.1_00022						OM037668.1_00094					
OG0000256																									MN562489.1_00043		MT521409.1_00044						NC_027778.1_00023						OM037668.1_00093					
OG0000257																									MN562489.1_00044		MT521409.1_00045						NC_027778.1_00024						OM037668.1_00092					
OG0000258																									MN562489.1_00065		MT521409.1_00066						NC_027778.1_00045						OM037668.1_00072					
OG0000259																									MN562489.1_00067		MT521409.1_00068						NC_027778.1_00047						OM037668.1_00070					
OG0000260																									MN562489.1_00068		MT521409.1_00069						NC_027778.1_00048						OM037668.1_00069					
OG0000261																									MN562489.1_00072		MT521409.1_00073						NC_027778.1_00053						OM037668.1_00065					
OG0000262																									MN562489.1_00076		MT521409.1_00077						NC_027778.1_00057						OM037668.1_00061					
OG0000263																									MN562489.1_00077		MT521409.1_00078						NC_027778.1_00058						OM037668.1_00060					
OG0000264																									MN562489.1_00078		MT521409.1_00079						NC_027778.1_00059						OM037668.1_00059					
OG0000265																									MN562489.1_00079		MT521409.1_00080						NC_027778.1_00060						OM037668.1_00058					
OG0000266																									MN562489.1_00082		MT521409.1_00083						NC_027778.1_00063						OM037668.1_00055					
OG0000267																									MN562489.1_00085		MT521409.1_00086						NC_027778.1_00066						OM037668.1_00052					
OG0000268																									MN562489.1_00088		MT521409.1_00089						NC_027778.1_00069						OM037668.1_00049					
OG0000269																									MN562489.1_00093		MT521409.1_00094						NC_027778.1_00074						OM037668.1_00044					
OG0000270																									MN562489.1_00098		MT521409.1_00099						NC_027778.1_00079						OM037668.1_00039					
OG0000271																									MN562489.1_00100		MT521409.1_00101						NC_027778.1_00081						OM037668.1_00037					
OG0000272																									MN562489.1_00103		MT521409.1_00104						NC_027778.1_00084						OM037668.1_00034					
OG0000273																									MN562489.1_00108		MT521409.1_00109						NC_027778.1_00089						OM037668.1_00029					
OG0000274																									MN562489.1_00110		MT521409.1_00111						NC_027778.1_00091						OM037668.1_00027					
OG0000275																									MN562489.1_00111		MT521409.1_00112						NC_027778.1_00092						OM037668.1_00026					
OG0000276																									MN562489.1_00112		MT521409.1_00113						NC_027778.1_00093						OM037668.1_00025					
OG0000277																									MN562489.1_00121		MT521409.1_00122						NC_027778.1_00103						OM037668.1_00016					
OG0000278																									MN562489.1_00123		MT521409.1_00124						NC_027778.1_00105						OM037668.1_00014					
OG0000279																									MN562489.1_00125		MT521409.1_00126						NC_027778.1_00107						OM037668.1_00012					
OG0000280																									MN562489.1_00127		MT521409.1_00128						NC_027778.1_00109						OM037668.1_00010					
OG0000281																									MN562489.1_00129		MT521409.1_00130						NC_027778.1_00112						OM037668.1_00008					
OG0000282																									MN562489.1_00130		MT521409.1_00131						NC_027778.1_00113						OM037668.1_00007					
OG0000283																									MN562489.1_00135		MT521409.1_00136						NC_027778.1_00118						OM037668.1_00002					
OG0000284	AF303741.1_00028								HF920633.1_00016			KF938901.1_00038																																
OG0000285	AF303741.1_00053									HF920637.1_00053		KF938901.1_00015																																
OG0000286	AF303741.1_00077									HF920637.1_00090						MF599468.1_00072																												
OG0000287	AF303741.1_00093									HF920637.1_00174		KF938901.1_00016																																
OG0000288	AF303741.1_00115								HF920633.1_00070			KF938901.1_00018																																
OG0000289	AF303741.1_00116								HF920633.1_00167			KF938901.1_00040																																
OG0000290	AF303741.1_00201									HF920637.1_00063		KF938901.1_00122																																
