Orthogroup	AF303741	AF371960	AY521625	AY894343	BD143114	GQ273492	HF920633	HF920637	KC244182	KF938901	KT804738	KX643370	LS484712	MF599468	MG570131	MG570132	MK098185	MK098186	MK098187	MK689685	MK689686	MN432490	MN562489	MN803438	MT521409	MT798582	MT926123	MT986830	MW139932	NC_005946	OK042108	OK042109	OL774653	OL774654	OL774655	OM037668	ON075463	ON740976	ON743042	OP009387	OQ475017
OG0000010	hypothetical protein AF303741.1_00063	hypothetical protein AF371960.1_00034	AY521625.1 - hypothetical protein translation AY521625.1_00059	hypothetical protein MK689686.1_00032	hypothetical protein MK689686.1_00032	deoxyribonucleoside kinase deoxyribonucleoside kinase_refgen	hypothetical protein HF920633.1_00158	HF920637.1 - hypothetical protein translation HF920637.1_00073	hypothetical protein MK689686.1_00032	hypothetical protein KF938901.1_00123	hypothetical protein MK689686.1_00032	hypothetical protein Lymph_LDV3_KX643370_00040	hypothetical protein LS484712.1_00240	MF599468.1 - hypothetical protein translation MF599468.1_00035	hypothetical protein MG570131.1_00034	hypothetical protein MG570132.1_00034	hypothetical protein MK689686.1_00032	hypothetical protein MK689686.1_00032	hypothetical protein MK689686.1_00032	hypothetical protein AF371960.1_00034	hypothetical protein MK689686.1_00032	hypothetical protein AF371960.1_00034	hypothetical protein OM037668.1_00124	hypothetical protein MN803438.1_00035	hypothetical protein OM037668.1_00124	hypothetical protein MK689686.1_00032	hypothetical protein AF371960.1_00034	hypothetical protein AF371960.1_00034	hypothetical protein MK689686.1_00032	hypothetical protein NC_005946.1_00087	hypothetical protein MK689686.1_00032	hypothetical protein MK689686.1_00032	hypothetical protein MK689686.1_00032	hypothetical protein MK689686.1_00032	hypothetical protein MK689686.1_00032	hypothetical protein OM037668.1_00124	hypothetical protein MK689686.1_00032	hypothetical protein MK689686.1_00032	hypothetical protein MK689686.1_00032	hypothetical protein AF371960.1_00034	OQ475017.1 - hypothetical protein translation OQ475017.1_00033
OG0000011	hypothetical protein AF303741.1_00081	hypothetical protein AF371960.1_00107	AY521625.1 - hypothetical protein translation AY521625.1_00047	hypothetical protein MK689686.1_00105	hypothetical protein MK689686.1_00105	hypothetical protein GQ273492.1_00103	hypothetical protein HF920633.1_00003	HF920637.1 - hypothetical protein translation HF920637.1_00111	hypothetical protein MK689686.1_00105	hypothetical protein KF938901.1_00025	hypothetical protein MK689686.1_00105	hypothetical protein Lymph_LDV3_KX643370_00095	hypothetical protein LS484712.1_00053	MF599468.1 - hypothetical protein translation MF599468.1_00117	hypothetical protein MG570131.1_00103	hypothetical protein MG570132.1_00103	hypothetical protein MK689686.1_00105	hypothetical protein MK689686.1_00105	hypothetical protein MK689686.1_00105	hypothetical protein AF371960.1_00107	hypothetical protein MK689686.1_00105	hypothetical protein AF371960.1_00107	hypothetical protein OM037668.1_00073	hypothetical protein MN803438.1_00051	hypothetical protein OM037668.1_00073	hypothetical protein MK689686.1_00105	hypothetical protein AF371960.1_00107	hypothetical protein AF371960.1_00107	hypothetical protein MK689686.1_00105	hypothetical protein NC_005946.1_00023	hypothetical protein MK689686.1_00105	hypothetical protein MK689686.1_00105	hypothetical protein MK689686.1_00105	hypothetical protein MK689686.1_00105	hypothetical protein MK689686.1_00105	hypothetical protein OM037668.1_00073	hypothetical protein MK689686.1_00105	hypothetical protein MK689686.1_00105	hypothetical protein MK689686.1_00105	hypothetical protein AF371960.1_00107	OQ475017.1 - hypothetical protein translation OQ475017.1_00105
OG0000012	Major capsid protein AF303741.1_00125	Major capsid protein AF371960.1_00007	AY521625.1 - Major capsid protein translation AY521625.1_00064	Major capsid protein MK689686.1_00007	Major capsid protein MK689686.1_00007	Major capsid protein GQ273492.1_00007	Major capsid protein HF920633.1_00073	HF920637.1 - Major capsid protein translation HF920637.1_00143	Major capsid protein MK689686.1_00007	Major capsid protein KF938901.1_00044	Major capsid protein MK689686.1_00007	Major capsid protein Lymph_LDV3_KX643370_00051	Major capsid protein LS484712.1_00142	MF599468.1 - Major capsid protein translation MF599468.1_00152	Major capsid protein MG570131.1_00008	Major capsid protein MG570132.1_00008	Major capsid protein MK689686.1_00007	Major capsid protein MK689686.1_00007	Major capsid protein MK689686.1_00007	Major capsid protein AF371960.1_00007	Major capsid protein MK689686.1_00007	Major capsid protein AF371960.1_00007	Major capsid protein OM037668.1_00057	Major capsid protein MN803438.1_00023	Major capsid protein OM037668.1_00057	Major capsid protein MK689686.1_00007	Major capsid protein AF371960.1_00007	Major capsid protein AF371960.1_00007	Major capsid protein MK689686.1_00007	Major capsid protein NC_005946.1_00091	Major capsid protein MK689686.1_00007	Major capsid protein MK689686.1_00007	Major capsid protein MK689686.1_00007	Major capsid protein MK689686.1_00007	Major capsid protein MK689686.1_00007	Major capsid protein OM037668.1_00057	Major capsid protein MK689686.1_00007	Major capsid protein MK689686.1_00007	Major capsid protein MK689686.1_00007	Major capsid protein AF371960.1_00007	OQ475017.1 - Major capsid protein translation OQ475017.1_00007
OG0000013	hypothetical protein AF303741.1_00137	hypothetical protein AF371960.1_00088	AY521625.1 - hypothetical protein translation AY521625.1_00086	hypothetical protein MK689686.1_00084	hypothetical protein MK689686.1_00084	hypothetical protein GQ273492.1_00083	hypothetical protein HF920633.1_00163	HF920637.1 - hypothetical protein translation HF920637.1_00197	hypothetical protein MK689686.1_00084	hypothetical protein KF938901.1_00012	hypothetical protein MK689686.1_00084	hypothetical protein Lymph_LDV3_KX643370_00075	hypothetical protein LS484712.1_00192	MF599468.1 - hypothetical protein translation MF599468.1_00106	hypothetical protein MG570131.1_00083	hypothetical protein MG570132.1_00083	hypothetical protein MK689686.1_00084	hypothetical protein MK689686.1_00084	hypothetical protein MK689686.1_00084	hypothetical protein AF371960.1_00088	hypothetical protein MK689686.1_00084	hypothetical protein AF371960.1_00088	hypothetical protein OM037668.1_00090	hypothetical protein MN803438.1_00097	hypothetical protein OM037668.1_00090	hypothetical protein MK689686.1_00084	hypothetical protein AF371960.1_00088	hypothetical protein AF371960.1_00088	hypothetical protein MK689686.1_00084	hypothetical protein NC_005946.1_00094	hypothetical protein MK689686.1_00084	hypothetical protein MK689686.1_00084	hypothetical protein MK689686.1_00084	hypothetical protein MK689686.1_00084	hypothetical protein MK689686.1_00084	hypothetical protein OM037668.1_00090	hypothetical protein MK689686.1_00084	hypothetical protein MK689686.1_00084	hypothetical protein MK689686.1_00084	hypothetical protein AF371960.1_00088	OQ475017.1 - hypothetical protein translation OQ475017.1_00083
OG0000014	hypothetical protein AF303741.1_00149	hypothetical protein AF371960.1_00092	AY521625.1 - hypothetical protein translation AY521625.1_00016	hypothetical protein MK689686.1_00088	hypothetical protein MK689686.1_00088	hypothetical protein GQ273492.1_00087	hypothetical protein HF920633.1_00091	HF920637.1 - hypothetical protein translation HF920637.1_00172	hypothetical protein MK689686.1_00088	hypothetical protein KF938901.1_00053	hypothetical protein MK689686.1_00088	hypothetical protein Lymph_LDV3_KX643370_00061	hypothetical protein LS484712.1_00050	MF599468.1 - hypothetical protein translation MF599468.1_00174	hypothetical protein MG570131.1_00087	hypothetical protein MG570132.1_00087	hypothetical protein MK689686.1_00088	hypothetical protein MK689686.1_00088	hypothetical protein MK689686.1_00088	hypothetical protein AF371960.1_00092	hypothetical protein MK689686.1_00088	hypothetical protein AF371960.1_00092	hypothetical protein OM037668.1_00084	hypothetical protein MN803438.1_00027	hypothetical protein OM037668.1_00084	hypothetical protein MK689686.1_00088	hypothetical protein AF371960.1_00092	hypothetical protein AF371960.1_00092	hypothetical protein MK689686.1_00088	hypothetical protein NC_005946.1_00002	hypothetical protein MK689686.1_00088	hypothetical protein MK689686.1_00088	hypothetical protein MK689686.1_00088	hypothetical protein MK689686.1_00088	hypothetical protein MK689686.1_00088	hypothetical protein OM037668.1_00084	hypothetical protein MK689686.1_00088	hypothetical protein MK689686.1_00088	hypothetical protein MK689686.1_00088	hypothetical protein AF371960.1_00092	OQ475017.1 - hypothetical protein translation OQ475017.1_00087
OG0000015	hypothetical protein AF303741.1_00156	hypothetical protein AF371960.1_00032	AY521625.1 - hypothetical protein translation AY521625.1_00074	hypothetical protein MK689686.1_00030	hypothetical protein MK689686.1_00030	hypothetical protein GQ273492.1_00031	hypothetical protein HF920633.1_00080	HF920637.1 - hypothetical protein translation HF920637.1_00031	hypothetical protein MK689686.1_00030	hypothetical protein KF938901.1_00047	hypothetical protein MK689686.1_00030	hypothetical protein Lymph_LDV3_KX643370_00057	hypothetical protein LS484712.1_00188	MF599468.1 - hypothetical protein translation MF599468.1_00090	hypothetical protein MG570131.1_00032	hypothetical protein MG570132.1_00032	hypothetical protein MK689686.1_00030	hypothetical protein MK689686.1_00030	hypothetical protein MK689686.1_00030	hypothetical protein AF371960.1_00032	hypothetical protein MK689686.1_00030	hypothetical protein AF371960.1_00032	hypothetical protein OM037668.1_00123	hypothetical protein MN803438.1_00068	hypothetical protein OM037668.1_00123	hypothetical protein MK689686.1_00030	hypothetical protein AF371960.1_00032	hypothetical protein AF371960.1_00032	hypothetical protein MK689686.1_00030	hypothetical protein NC_005946.1_00083	hypothetical protein MK689686.1_00030	hypothetical protein MK689686.1_00030	hypothetical protein MK689686.1_00030	hypothetical protein MK689686.1_00030	hypothetical protein MK689686.1_00030	hypothetical protein OM037668.1_00123	hypothetical protein MK689686.1_00030	hypothetical protein MK689686.1_00030	hypothetical protein MK689686.1_00030	hypothetical protein AF371960.1_00032	OQ475017.1 - hypothetical protein translation OQ475017.1_00031
OG0000016	hypothetical protein AF303741.1_00158	hypothetical protein AF371960.1_00005	AY521625.1 - hypothetical protein translation AY521625.1_00054	hypothetical protein MK689686.1_00005	hypothetical protein MK689686.1_00005	hypothetical protein GQ273492.1_00005	hypothetical protein HF920633.1_00097	HF920637.1 - hypothetical protein translation HF920637.1_00041	hypothetical protein MK689686.1_00005	hypothetical protein KF938901.1_00124	hypothetical protein MK689686.1_00005	hypothetical protein Lymph_LDV3_KX643370_00077	hypothetical protein LS484712.1_00096	MF599468.1 - hypothetical protein translation MF599468.1_00116	NLI interacting factor-like phosphatase NLI interacting factor-like phosphatase_refgen	hypothetical protein MG570132.1_00005	hypothetical protein MK689686.1_00005	hypothetical protein MK689686.1_00005	hypothetical protein MK689686.1_00005	hypothetical protein AF371960.1_00005	hypothetical protein MK689686.1_00005	hypothetical protein AF371960.1_00005	hypothetical protein OM037668.1_00013	hypothetical protein MN803438.1_00089	hypothetical protein OM037668.1_00013	hypothetical protein MK689686.1_00005	hypothetical protein AF371960.1_00005	hypothetical protein AF371960.1_00005	hypothetical protein MK689686.1_00005	hypothetical protein NC_005946.1_00038	hypothetical protein MK689686.1_00005	hypothetical protein MK689686.1_00005	hypothetical protein MK689686.1_00005	hypothetical protein MK689686.1_00005	hypothetical protein MK689686.1_00005	hypothetical protein OM037668.1_00013	hypothetical protein MK689686.1_00005	hypothetical protein MK689686.1_00005	hypothetical protein MK689686.1_00005	hypothetical protein AF371960.1_00005	OQ475017.1 - hypothetical protein translation OQ475017.1_00005
OG0000017	DNA-directed RNA polymerase subunit 2 AF303741.1_00189	DNA-directed RNA polymerase subunit 2 AF371960.1_00036	AY521625.1 - DNA-directed RNA polymerase subunit 2 translation AY521625.1_00065	DNA-directed RNA polymerase subunit 2 MK689686.1_00034	DNA-directed RNA polymerase subunit 2 MK689686.1_00034	DNA-directed RNA polymerase II second largest subunit-like protein DNA-directed RNA polymerase II second largest subunit-like protein_refgen	DNA-directed RNA polymerase subunit 2 HF920633.1_00175	HF920637.1 - DNA-directed RNA polymerase subunit 2 translation HF920637.1_00213	DNA-directed RNA polymerase subunit 2 MK689686.1_00034	DNA-directed RNA polymerase subunit 2 KF938901.1_00023	DNA-directed RNA polymerase subunit 2 MK689686.1_00034	hypothetical protein Lymph_LDV3_KX643370_00049	DNA-directed RNA polymerase subunit 2 LS484712.1_00194	MF599468.1 - DNA-directed RNA polymerase subunit 2 translation MF599468.1_00071	DNA-directed RNA polymerase subunit 2 MG570131.1_00036	DNA-directed RNA polymerase subunit 2 MG570132.1_00036	DNA-directed RNA polymerase subunit 2 MK689686.1_00034	DNA-directed RNA polymerase subunit 2 MK689686.1_00034	DNA-directed RNA polymerase subunit 2 MK689686.1_00034	DNA-directed RNA polymerase subunit 2 AF371960.1_00036	DNA-directed RNA polymerase subunit 2 MK689686.1_00034	DNA-directed RNA polymerase subunit 2 AF371960.1_00036	DNA-directed RNA polymerase subunit 2 OM037668.1_00127	hypothetical protein MN803438.1_00013	DNA-directed RNA polymerase subunit 2 OM037668.1_00127	DNA-directed RNA polymerase subunit 2 MK689686.1_00034	DNA-directed RNA polymerase subunit 2 AF371960.1_00036	DNA-directed RNA polymerase subunit 2 AF371960.1_00036	DNA-directed RNA polymerase subunit 2 MK689686.1_00034	DNA-dependent RNA polymerase II second largest subunit domain beta subunit FV3gorf62L	DNA-directed RNA polymerase subunit 2 MK689686.1_00034	DNA-directed RNA polymerase subunit 2 MK689686.1_00034	DNA-directed RNA polymerase subunit 2 MK689686.1_00034	DNA-directed RNA polymerase subunit 2 MK689686.1_00034	DNA-directed RNA polymerase subunit 2 MK689686.1_00034	DNA-directed RNA polymerase subunit 2 OM037668.1_00127	DNA-directed RNA polymerase subunit 2 MK689686.1_00034	DNA-directed RNA polymerase subunit 2 MK689686.1_00034	DNA-directed RNA polymerase subunit 2 MK689686.1_00034	DNA-directed RNA polymerase subunit 2 AF371960.1_00036	OQ475017.1 - DNA-directed RNA polymerase subunit 2 translation OQ475017.1_00035
OG0000018	hypothetical protein AF303741.1_00062	hypothetical protein AF371960.1_00089	AY521625.1 - hypothetical protein translation AY521625.1_00073	hypothetical protein MK689686.1_00085	hypothetical protein MK689686.1_00085	hypothetical protein GQ273492.1_00084	hypothetical protein HF920633.1_00094	HF920637.1 - hypothetical protein translation HF920637.1_00079	hypothetical protein MK689686.1_00085	hypothetical protein KF938901.1_00046	hypothetical protein MK689686.1_00085	hypothetical protein Lymph_LDV3_KX643370_00126		MF599468.1 - hypothetical protein translation MF599468.1_00046	hypothetical protein MG570131.1_00084	hypothetical protein MG570132.1_00084	hypothetical protein MK689686.1_00085	hypothetical protein MK689686.1_00085	hypothetical protein MK689686.1_00085	hypothetical protein AF371960.1_00089	hypothetical protein MK689686.1_00085	hypothetical protein AF371960.1_00089	hypothetical protein OM037668.1_00089	hypothetical protein MN803438.1_00122	hypothetical protein OM037668.1_00089	hypothetical protein MK689686.1_00085	hypothetical protein AF371960.1_00089	hypothetical protein AF371960.1_00089	hypothetical protein MK689686.1_00085	hypothetical protein NC_005946.1_00082	hypothetical protein MK689686.1_00085	hypothetical protein MK689686.1_00085	hypothetical protein MK689686.1_00085	hypothetical protein MK689686.1_00085	hypothetical protein MK689686.1_00085	hypothetical protein OM037668.1_00089	hypothetical protein MK689686.1_00085	hypothetical protein MK689686.1_00085	hypothetical protein MK689686.1_00085	hypothetical protein AF371960.1_00089	OQ475017.1 - hypothetical protein translation OQ475017.1_00084
OG0000019	hypothetical protein AF303741.1_00080	hypothetical protein AF371960.1_00112	AY521625.1 - hypothetical protein translation AY521625.1_00069	hypothetical protein MK689686.1_00110	hypothetical protein MK689686.1_00110	hypothetical protein GQ273492.1_00108	hypothetical protein HF920633.1_00079	HF920637.1 - hypothetical protein translation HF920637.1_00025	hypothetical protein MK689686.1_00110	hypothetical protein KF938901.1_00043	hypothetical protein MK689686.1_00110	hypothetical protein Lymph_LDV3_KX643370_00135		MF599468.1 - hypothetical protein translation MF599468.1_00092	hypothetical protein MG570131.1_00108	hypothetical protein MG570132.1_00108	hypothetical protein MK689686.1_00110	hypothetical protein MK689686.1_00110	hypothetical protein MK689686.1_00110	hypothetical protein AF371960.1_00112	hypothetical protein MK689686.1_00110	hypothetical protein AF371960.1_00112	hypothetical protein OM037668.1_00076	hypothetical protein MN803438.1_00104	hypothetical protein OM037668.1_00076	hypothetical protein MK689686.1_00110	hypothetical protein AF371960.1_00112	hypothetical protein AF371960.1_00112	hypothetical protein MK689686.1_00110	hypothetical protein NC_005946.1_00028	hypothetical protein MK689686.1_00110	hypothetical protein MK689686.1_00110	hypothetical protein MK689686.1_00110	hypothetical protein MK689686.1_00110	hypothetical protein MK689686.1_00110	hypothetical protein OM037668.1_00076	hypothetical protein MK689686.1_00110	hypothetical protein MK689686.1_00110	hypothetical protein MK689686.1_00110	hypothetical protein AF371960.1_00112	OQ475017.1 - hypothetical protein translation OQ475017.1_00110
OG0000020	hypothetical protein AF303741.1_00129	hypothetical protein AF371960.1_00096	AY521625.1 - hypothetical protein translation AY521625.1_00100	hypothetical protein MK689686.1_00093	hypothetical protein MK689686.1_00093	hypothetical protein GQ273492.1_00092	hypothetical protein HF920633.1_00085	HF920637.1 - hypothetical protein translation HF920637.1_00221	hypothetical protein MK689686.1_00093	hypothetical protein KF938901.1_00125	hypothetical protein MK689686.1_00093	hypothetical protein Lymph_LDV3_KX643370_00055		MF599468.1 - hypothetical protein translation MF599468.1_00154	hypothetical protein MG570131.1_00092	hypothetical protein MG570132.1_00092	hypothetical protein MK689686.1_00093	hypothetical protein MK689686.1_00093	hypothetical protein MK689686.1_00093	hypothetical protein AF371960.1_00096	hypothetical protein MK689686.1_00093	hypothetical protein AF371960.1_00096	hypothetical protein OM037668.1_00080	hypothetical protein MN803438.1_00071	hypothetical protein OM037668.1_00080	hypothetical protein MK689686.1_00093	hypothetical protein AF371960.1_00096	hypothetical protein AF371960.1_00096	hypothetical protein MK689686.1_00093	hypothetical protein NC_005946.1_00014	hypothetical protein MK689686.1_00093	hypothetical protein MK689686.1_00093	hypothetical protein MK689686.1_00093	hypothetical protein MK689686.1_00093	hypothetical protein MK689686.1_00093	hypothetical protein OM037668.1_00080	hypothetical protein MK689686.1_00093	hypothetical protein MK689686.1_00093	hypothetical protein MK689686.1_00093	hypothetical protein AF371960.1_00096	OQ475017.1 - hypothetical protein translation OQ475017.1_00093
OG0000021	Ribonucleoside-diphosphate reductase small chain AF303741.1_00168	Ribonucleoside-diphosphate reductase small chain AF371960.1_00027	AY521625.1 - hypothetical protein translation AY521625.1_00042	Ribonucleoside-diphosphate reductase small chain MK689686.1_00025	Ribonucleoside-diphosphate reductase small chain MK689686.1_00025	Ribonucleoside-diphosphate reductase small chain GQ273492.1_00027	Ribonucleoside-diphosphate reductase small chain HF920633.1_00062	HF920637.1 - Ribonucleoside-diphosphate reductase small chain translation HF920637.1_00061	Ribonucleoside-diphosphate reductase small chain MK689686.1_00025	Ribonucleoside-diphosphate reductase small chain KF938901.1_00094	Ribonucleoside-diphosphate reductase small chain MK689686.1_00025	Ribonucleoside-diphosphate reductase small chain Lymph_LDV3_KX643370_00052	Ribonucleoside-diphosphate reductase small chain LS484712.1_00149		Ribonucleoside-diphosphate reductase small chain MG570131.1_00027	Ribonucleoside-diphosphate reductase small chain MG570132.1_00028	Ribonucleoside-diphosphate reductase small chain MK689686.1_00025	Ribonucleoside-diphosphate reductase small chain MK689686.1_00025	Ribonucleoside-diphosphate reductase small chain MK689686.1_00025	Ribonucleoside-diphosphate reductase small chain AF371960.1_00027	Ribonucleoside-diphosphate reductase small chain MK689686.1_00025	Ribonucleoside-diphosphate reductase small chain AF371960.1_00027	Ribonucleoside-diphosphate reductase small chain OM037668.1_00064	hypothetical protein MN803438.1_00024	Ribonucleoside-diphosphate reductase small chain OM037668.1_00064	Ribonucleoside-diphosphate reductase small chain MK689686.1_00025	Ribonucleoside-diphosphate reductase small chain AF371960.1_00027	Ribonucleoside-diphosphate reductase small chain AF371960.1_00027	Ribonucleoside-diphosphate reductase small chain MK689686.1_00025	hypothetical protein NC_005946.1_00067	Ribonucleoside-diphosphate reductase small chain MK689686.1_00025	Ribonucleoside-diphosphate reductase small chain MK689686.1_00025	Ribonucleoside-diphosphate reductase small chain MK689686.1_00025	Ribonucleoside-diphosphate reductase small chain MK689686.1_00025	Ribonucleoside-diphosphate reductase small chain MK689686.1_00025	Ribonucleoside-diphosphate reductase small chain OM037668.1_00064	Ribonucleoside-diphosphate reductase small chain MK689686.1_00025	Ribonucleoside-diphosphate reductase small chain MK689686.1_00025	Ribonucleoside-diphosphate reductase small chain MK689686.1_00025	Ribonucleoside-diphosphate reductase small chain AF371960.1_00027	OQ475017.1 - Ribonucleoside-diphosphate reductase small chain translation OQ475017.1_00027
OG0000022	FAD-linked sulfhydryl oxidase AF303741.1_00154	hypothetical protein AF371960.1_00045	AY521625.1 - hypothetical protein translation AY521625.1_00062	hypothetical protein MK689686.1_00043	hypothetical protein MK689686.1_00043	hypothetical protein GQ273492.1_00044	hypothetical protein HF920633.1_00017	HF920637.1 - FAD-linked sulfhydryl oxidase translation HF920637.1_00033	hypothetical protein MK689686.1_00043		hypothetical protein MK689686.1_00043	hypothetical protein Lymph_LDV3_KX643370_00089	hypothetical protein LS484712.1_00117		hypothetical protein MG570131.1_00045	hypothetical protein MG570132.1_00045	hypothetical protein MK689686.1_00043	hypothetical protein MK689686.1_00043	hypothetical protein MK689686.1_00043	hypothetical protein AF371960.1_00045	hypothetical protein MK689686.1_00043	hypothetical protein AF371960.1_00045	hypothetical protein OM037668.1_00113	hypothetical protein MN803438.1_00077	hypothetical protein OM037668.1_00113	hypothetical protein MK689686.1_00043	hypothetical protein AF371960.1_00045	hypothetical protein AF371960.1_00045	hypothetical protein MK689686.1_00043	hypothetical protein NC_005946.1_00089	hypothetical protein MK689686.1_00043	hypothetical protein MK689686.1_00043	hypothetical protein MK689686.1_00043	hypothetical protein MK689686.1_00043	hypothetical protein MK689686.1_00043	hypothetical protein OM037668.1_00113	hypothetical protein MK689686.1_00043	hypothetical protein MK689686.1_00043	hypothetical protein MK689686.1_00043	hypothetical protein AF371960.1_00045	OQ475017.1 - hypothetical protein translation OQ475017.1_00044
OG0000023	hypothetical protein AF303741.1_00132	hypothetical protein AF371960.1_00078	AY521625.1 - hypothetical protein translation AY521625.1_00051	hypothetical protein MK689686.1_00074		hypothetical protein GQ273492.1_00073	hypothetical protein HF920633.1_00025	HF920637.1 - hypothetical protein translation HF920637.1_00121	hypothetical protein MK689686.1_00074	hypothetical protein KF938901.1_00072	hypothetical protein MK689686.1_00074	hypothetical protein Lymph_LDV3_KX643370_00004	hypothetical protein LS484712.1_00040	MF599468.1 - hypothetical protein translation MF599468.1_00010	hypothetical protein MG570131.1_00073	hypothetical protein MG570132.1_00073	hypothetical protein MK689686.1_00074	hypothetical protein MK689686.1_00074	hypothetical protein MK689686.1_00074	hypothetical protein AF371960.1_00078	hypothetical protein MK689686.1_00074	hypothetical protein AF371960.1_00078	hypothetical protein OM037668.1_00021	hypothetical protein MN803438.1_00142	hypothetical protein OM037668.1_00021	hypothetical protein MK689686.1_00074	hypothetical protein AF371960.1_00078	hypothetical protein AF371960.1_00078	hypothetical protein MK689686.1_00074	hypothetical protein NC_005946.1_00042			hypothetical protein MK689686.1_00074	hypothetical protein MK689686.1_00074	hypothetical protein MK689686.1_00074	hypothetical protein OM037668.1_00021	hypothetical protein MK689686.1_00074	hypothetical protein MK689686.1_00074	hypothetical protein MK689686.1_00074	hypothetical protein AF371960.1_00078	OQ475017.1 - hypothetical protein translation OQ475017.1_00073
OG0000024		hypothetical protein AF371960.1_00079		hypothetical protein MK689686.1_00075	hypothetical protein MK689686.1_00075	hypothetical protein GQ273492.1_00074			hypothetical protein MK689686.1_00075		hypothetical protein MK689686.1_00075				hypothetical protein MG570131.1_00074	hypothetical protein MG570132.1_00074	hypothetical protein MK689686.1_00075	hypothetical protein MK689686.1_00075	hypothetical protein MK689686.1_00075	hypothetical protein AF371960.1_00079	hypothetical protein MK689686.1_00075	hypothetical protein AF371960.1_00079	hypothetical protein OM037668.1_00006, hypothetical protein OM037668.1_00125, hypothetical protein OM037668.1_00133		hypothetical protein OM037668.1_00006, hypothetical protein OM037668.1_00125, hypothetical protein OM037668.1_00133	hypothetical protein MK689686.1_00075	hypothetical protein AF371960.1_00079	hypothetical protein AF371960.1_00079	hypothetical protein MK689686.1_00075		hypothetical protein MK689686.1_00075	hypothetical protein MK689686.1_00075	hypothetical protein MK689686.1_00075	hypothetical protein MK689686.1_00075	hypothetical protein MK689686.1_00075	hypothetical protein OM037668.1_00006, hypothetical protein OM037668.1_00125, hypothetical protein OM037668.1_00133	hypothetical protein MK689686.1_00075	hypothetical protein MK689686.1_00075	hypothetical protein MK689686.1_00075	hypothetical protein AF371960.1_00079	OQ475017.1 - hypothetical protein translation OQ475017.1_00074
OG0000025		hypothetical protein AF371960.1_00006		hypothetical protein MK689686.1_00006	hypothetical protein MK689686.1_00006	hypothetical protein GQ273492.1_00006			hypothetical protein MK689686.1_00006		hypothetical protein MK689686.1_00006	hypothetical protein Lymph_LDV3_KX643370_00001			hypothetical protein MG570131.1_00006	hypothetical protein MG570132.1_00006	hypothetical protein MK689686.1_00006	hypothetical protein MK689686.1_00006	hypothetical protein MK689686.1_00006	hypothetical protein AF371960.1_00006	hypothetical protein MK689686.1_00006	hypothetical protein AF371960.1_00006	Tripartite motif-containing protein SDDV_ORF011, hypothetical protein OM037668.1_00129	hypothetical protein MN803438.1_00145	Tripartite motif-containing protein SDDV_ORF011, hypothetical protein OM037668.1_00129	hypothetical protein MK689686.1_00006	hypothetical protein AF371960.1_00006	hypothetical protein AF371960.1_00006	hypothetical protein MK689686.1_00006		hypothetical protein MK689686.1_00006	hypothetical protein MK689686.1_00006	hypothetical protein MK689686.1_00006	hypothetical protein MK689686.1_00006	hypothetical protein MK689686.1_00006	Tripartite motif-containing protein SDDV_ORF011, hypothetical protein OM037668.1_00129	hypothetical protein MK689686.1_00006	hypothetical protein MK689686.1_00006	hypothetical protein MK689686.1_00006	hypothetical protein AF371960.1_00006	OQ475017.1 - hypothetical protein translation OQ475017.1_00006
