HOG	OG	Gene Tree Parent Clade	Chlor_AMIV_KF938901.1	Chlor_IIV22_HF920633.1	Daphi_LS484712.1	Decap_MF599468.1	Irido_IIV31_HF920637.1	Irido_IIV6_AF303741.1	Lymph_LCD4_MN803438.1	Lymph_LDV1_L63545.1	MCV_ML1_SDDV_MN562489.1	MCV_ML1_SDDV_MT521409.1	MCV_ML1_SDDV_NC_027778.1	MCV_ML1_SDDV_OM037668.1	MCV_MP1_BCFI_MN432490.1	MCV_MP1_BCFI_MT926123.1	MCV_MP1_GSPI_KT804738.1	MCV_MP1_ISKNV_AF371960.1	MCV_MP1_ISKNV_MK689685.1	MCV_MP1_LBUSV_OP009387.1	MCV_MP1_LYCI_AY779031.1	MCV_MP1_LYCI_MW139932.1	MCV_MP1_LYCI_OL774653.1	MCV_MP1_LYCI_OL774654.1	MCV_MP1_LYCI_OL774655.1	MCV_MP1_OSGI_AY894343.1	MCV_MP1_PI_MK098185.1	MCV_MP1_PI_MK098186.1	MCV_MP1_PI_MK098187.1	MCV_MP1_RBIV_AY532606.1	MCV_MP1_RBIV_KC244182.1	MCV_MP1_RSIV_BD143114.1	MCV_MP1_RSIV_MK689686.1	MCV_MP1_RSIV_MT798582.1	MCV_MP1_RSIV_OK042108.1	MCV_MP1_RSIV_OK042109.1	MCV_MP1_RSIV_ON740976.1	MCV_MP1_RSIV_ON743042.1	MCV_MP1_SKIV_MT986830.1	MCV_MP1_SKIV_ON075463.1	MCV_MP1_TRBIV_GQ273492.1	MCV_Unclassified_MG570131.1	MCV_Unclassified_MG570132.1	MCV_Unclassified_OQ475017.1	MCV_Unlassified_OL310752.1	Rana_FV3_NC_005946.1	Rana_SGIV_AY521625.1
N27.HOG0000304	OG0000373	-					Irido_IIV31_HF920637.1_00081	Irido_IIV6_AF303741.1_00061																																							
N27.HOG0000305	OG0000374	-					Irido_IIV31_HF920637.1_00082	Irido_IIV6_AF303741.1_00060																																							
N27.HOG0000306	OG0000375	-					Irido_IIV31_HF920637.1_00088	Irido_IIV6_AF303741.1_00102																																							
N27.HOG0000307	OG0000376	-					Irido_IIV31_HF920637.1_00103	Irido_IIV6_AF303741.1_00034																																							
N27.HOG0000308	OG0000377	-					Irido_IIV31_HF920637.1_00104	Irido_IIV6_AF303741.1_00092																																							
N27.HOG0000309	OG0000378	-					Irido_IIV31_HF920637.1_00107	Irido_IIV6_AF303741.1_00027																																							
N27.HOG0000310	OG0000379	-					Irido_IIV31_HF920637.1_00125	Irido_IIV6_AF303741.1_00119																																							
N27.HOG0000311	OG0000380	-					Irido_IIV31_HF920637.1_00126	Irido_IIV6_AF303741.1_00118																																							
N27.HOG0000312	OG0000381	-					Irido_IIV31_HF920637.1_00131	Irido_IIV6_AF303741.1_00025																																							
N27.HOG0000313	OG0000382	-					Irido_IIV31_HF920637.1_00134	Irido_IIV6_AF303741.1_00172																																							
N27.HOG0000314	OG0000383	-					Irido_IIV31_HF920637.1_00135	Irido_IIV6_AF303741.1_00131																																							
N27.HOG0000315	OG0000384	-					Irido_IIV31_HF920637.1_00154	Irido_IIV6_AF303741.1_00014																																							
N27.HOG0000316	OG0000385	-					Irido_IIV31_HF920637.1_00155	Irido_IIV6_AF303741.1_00020																																							
N27.HOG0000317	OG0000386	-					Irido_IIV31_HF920637.1_00171	Irido_IIV6_AF303741.1_00098																																							
N27.HOG0000318	OG0000387	-					Irido_IIV31_HF920637.1_00173	Irido_IIV6_AF303741.1_00187																																							
N27.HOG0000319	OG0000388	-					Irido_IIV31_HF920637.1_00179	Irido_IIV6_AF303741.1_00050																																							
N27.HOG0000320	OG0000389	-					Irido_IIV31_HF920637.1_00185	Irido_IIV6_AF303741.1_00167																																							
N27.HOG0000321	OG0000390	-					Irido_IIV31_HF920637.1_00186	Irido_IIV6_AF303741.1_00045																																							
N27.HOG0000322	OG0000391	-					Irido_IIV31_HF920637.1_00191	Irido_IIV6_AF303741.1_00040																																							
N27.HOG0000323	OG0000392	-					Irido_IIV31_HF920637.1_00202	Irido_IIV6_AF303741.1_00140																																							
N27.HOG0000324	OG0000393	-					Irido_IIV31_HF920637.1_00203	Irido_IIV6_AF303741.1_00190																																							
N27.HOG0000325	OG0000394	-					Irido_IIV31_HF920637.1_00207	Irido_IIV6_AF303741.1_00139																																							
N27.HOG0000326	OG0000395	-					Irido_IIV31_HF920637.1_00209	Irido_IIV6_AF303741.1_00143																																							
N27.HOG0000327	OG0000396	-					Irido_IIV31_HF920637.1_00214	Irido_IIV6_AF303741.1_00010																																							
N27.HOG0000328	OG0000397	-							Lymph_LCD4_MN803438.1_00001	Lymph_LDV1_L63545.1_00010																																					
N27.HOG0000329	OG0000398	-							Lymph_LCD4_MN803438.1_00002	Lymph_LDV1_L63545.1_00017																																					
N27.HOG0000330	OG0000399	-							Lymph_LCD4_MN803438.1_00015	Lymph_LDV1_L63545.1_00014																																					
N27.HOG0000331	OG0000400	-							Lymph_LCD4_MN803438.1_00016	Lymph_LDV1_L63545.1_00099																																					
N27.HOG0000332	OG0000401	-							Lymph_LCD4_MN803438.1_00017	Lymph_LDV1_L63545.1_00080																																					
N27.HOG0000333	OG0000402	-							Lymph_LCD4_MN803438.1_00019	Lymph_LDV1_L63545.1_00039																																					
N27.HOG0000334	OG0000403	-							Lymph_LCD4_MN803438.1_00025	Lymph_LDV1_L63545.1_00028																																					
N27.HOG0000335	OG0000404	-							Lymph_LCD4_MN803438.1_00031	Lymph_LDV1_L63545.1_00065																																					
N27.HOG0000336	OG0000405	-							Lymph_LCD4_MN803438.1_00032	Lymph_LDV1_L63545.1_00060																																					
N27.HOG0000337	OG0000406	-							Lymph_LCD4_MN803438.1_00033	Lymph_LDV1_L63545.1_00074																																					
N27.HOG0000338	OG0000407	-							Lymph_LCD4_MN803438.1_00034	Lymph_LDV1_L63545.1_00097																																					
N27.HOG0000339	OG0000408	-							Lymph_LCD4_MN803438.1_00039, Lymph_LCD4_MN803438.1_00081																																						
N27.HOG0000340	OG0000409	-							Lymph_LCD4_MN803438.1_00040	Lymph_LDV1_L63545.1_00026																																					
N27.HOG0000341	OG0000410	-							Lymph_LCD4_MN803438.1_00042	Lymph_LDV1_L63545.1_00078																																					
N27.HOG0000342	OG0000411	-							Lymph_LCD4_MN803438.1_00043	Lymph_LDV1_L63545.1_00077																																					
N27.HOG0000343	OG0000412	-							Lymph_LCD4_MN803438.1_00050, Lymph_LCD4_MN803438.1_00061																																						
N27.HOG0000344	OG0000413	-							Lymph_LCD4_MN803438.1_00057	Lymph_LDV1_L63545.1_00086																																					
N27.HOG0000345	OG0000414	-							Lymph_LCD4_MN803438.1_00087, Lymph_LCD4_MN803438.1_00058																																						
N27.HOG0000346	OG0000415	-							Lymph_LCD4_MN803438.1_00059	Lymph_LDV1_L63545.1_00104																																					
N27.HOG0000347	OG0000416	-							Lymph_LCD4_MN803438.1_00060	Lymph_LDV1_L63545.1_00103																																					
N27.HOG0000348	OG0000417	-							Lymph_LCD4_MN803438.1_00062	Lymph_LDV1_L63545.1_00036																																					
N27.HOG0000349	OG0000418	-							Lymph_LCD4_MN803438.1_00063	Lymph_LDV1_L63545.1_00037																																					
N27.HOG0000350	OG0000419	-							Lymph_LCD4_MN803438.1_00073	Lymph_LDV1_L63545.1_00094																																					
N27.HOG0000351	OG0000420	-							Lymph_LCD4_MN803438.1_00074	Lymph_LDV1_L63545.1_00038																																					
N27.HOG0000352	OG0000421	-							Lymph_LCD4_MN803438.1_00075	Lymph_LDV1_L63545.1_00031																																					
N27.HOG0000353	OG0000422	-							Lymph_LCD4_MN803438.1_00076	Lymph_LDV1_L63545.1_00053																																					
N27.HOG0000354	OG0000423	-							Lymph_LCD4_MN803438.1_00079	Lymph_LDV1_L63545.1_00020																																					
N27.HOG0000355	OG0000424	-							Lymph_LCD4_MN803438.1_00083	Lymph_LDV1_L63545.1_00006																																					
N27.HOG0000356	OG0000425	-							Lymph_LCD4_MN803438.1_00085	Lymph_LDV1_L63545.1_00041																																					
N27.HOG0000357	OG0000426	-							Lymph_LCD4_MN803438.1_00086	Lymph_LDV1_L63545.1_00062																																					
N27.HOG0000358	OG0000427	-							Lymph_LCD4_MN803438.1_00088	Lymph_LDV1_L63545.1_00044																																					
N27.HOG0000359	OG0000428	-							Lymph_LCD4_MN803438.1_00090	Lymph_LDV1_L63545.1_00075																																					
N27.HOG0000360	OG0000429	-							Lymph_LCD4_MN803438.1_00091	Lymph_LDV1_L63545.1_00049																																					
N27.HOG0000361	OG0000430	-							Lymph_LCD4_MN803438.1_00095	Lymph_LDV1_L63545.1_00019																																					
N27.HOG0000362	OG0000431	-							Lymph_LCD4_MN803438.1_00102	Lymph_LDV1_L63545.1_00034																																					
N27.HOG0000363	OG0000432	-							Lymph_LCD4_MN803438.1_00114	Lymph_LDV1_L63545.1_00052																																					
N27.HOG0000364	OG0000433	-							Lymph_LCD4_MN803438.1_00119	Lymph_LDV1_L63545.1_00089																																					
N27.HOG0000365	OG0000434	-							Lymph_LCD4_MN803438.1_00121																																						Rana_SGIV_AY521625.1_00097
N27.HOG0000366	OG0000435	-							Lymph_LCD4_MN803438.1_00129	Lymph_LDV1_L63545.1_00070																																					
N27.HOG0000367	OG0000436	-							Lymph_LCD4_MN803438.1_00131	Lymph_LDV1_L63545.1_00046																																					
N27.HOG0000368	OG0000437	-							Lymph_LCD4_MN803438.1_00132	Lymph_LDV1_L63545.1_00045																																					
N27.HOG0000369	OG0000438	-							Lymph_LCD4_MN803438.1_00134	Lymph_LDV1_L63545.1_00096																																					
N27.HOG0000370	OG0000439	-							Lymph_LCD4_MN803438.1_00139	Lymph_LDV1_L63545.1_00084																																					
N27.HOG0000371	OG0000440	-							Lymph_LCD4_MN803438.1_00141	Lymph_LDV1_L63545.1_00101																																					
N27.HOG0000372	OG0000441	-							Lymph_LCD4_MN803438.1_00144	Lymph_LDV1_L63545.1_00107																																					
N27.HOG0000373	OG0000448	-																																												Rana_FV3_NC_005946.1_00003	Rana_SGIV_AY521625.1_00015
N27.HOG0000374	OG0000449	-																																												Rana_FV3_NC_005946.1_00005	Rana_SGIV_AY521625.1_00013
N27.HOG0000375	OG0000450	-																																												Rana_FV3_NC_005946.1_00012	Rana_SGIV_AY521625.1_00052
N27.HOG0000376	OG0000451	-																																												Rana_FV3_NC_005946.1_00013	Rana_SGIV_AY521625.1_00090
N27.HOG0000377	OG0000452	-																																												Rana_FV3_NC_005946.1_00017	Rana_SGIV_AY521625.1_00113
N27.HOG0000378	OG0000453	-																																												Rana_FV3_NC_005946.1_00018	Rana_SGIV_AY521625.1_00039
N27.HOG0000379	OG0000454	-																																												Rana_FV3_NC_005946.1_00024, Rana_FV3_NC_005946.1_00025	
N27.HOG0000380	OG0000455	-																																												Rana_FV3_NC_005946.1_00035	Rana_SGIV_AY521625.1_00008
N27.HOG0000381	OG0000456	-																																												Rana_FV3_NC_005946.1_00047	Rana_SGIV_AY521625.1_00020
N27.HOG0000382	OG0000457	-																																												Rana_FV3_NC_005946.1_00056	Rana_SGIV_AY521625.1_00131
N27.HOG0000383	OG0000458	-																																												Rana_FV3_NC_005946.1_00058	Rana_SGIV_AY521625.1_00137
N27.HOG0000384	OG0000459	-																																												Rana_FV3_NC_005946.1_00059	Rana_SGIV_AY521625.1_00105
N27.HOG0000385	OG0000460	-																																												Rana_FV3_NC_005946.1_00064	Rana_SGIV_AY521625.1_00043
N27.HOG0000386	OG0000461	-																																												Rana_FV3_NC_005946.1_00069	Rana_SGIV_AY521625.1_00123
N27.HOG0000387	OG0000462	-																																												Rana_FV3_NC_005946.1_00072	Rana_SGIV_AY521625.1_00119
N27.HOG0000388	OG0000463	-																																												Rana_FV3_NC_005946.1_00076	Rana_SGIV_AY521625.1_00118
N27.HOG0000389	OG0000464	-																																												Rana_FV3_NC_005946.1_00077	Rana_SGIV_AY521625.1_00117
N27.HOG0000390	OG0000465	-																																												Rana_FV3_NC_005946.1_00080	Rana_SGIV_AY521625.1_00104
N27.HOG0000391	OG0000466	-																																												Rana_FV3_NC_005946.1_00081	Rana_SGIV_AY521625.1_00072
N27.HOG0000392	OG0000467	-																																												Rana_FV3_NC_005946.1_00084	Rana_SGIV_AY521625.1_00075
N27.HOG0000393	OG0000468	-																																												Rana_FV3_NC_005946.1_00090	Rana_SGIV_AY521625.1_00063
N27.HOG0000394	OG0000469	-																																													Rana_SGIV_AY521625.1_00068, Rana_SGIV_AY521625.1_00088
N27.HOG0000395	OG0000470	-																																													Rana_SGIV_AY521625.1_00124, Rana_SGIV_AY521625.1_00125
