Orthogroup	AF303741	AF371960	AY521625	AY532606	AY779031	AY894343	BD143114	GQ273492	HF920633	HF920637	KC244182	KF938901	KT804738	KX643370	LS484712	MF599468	MG570131	MG570132	MK098185	MK098186	MK098187	MK689685	MK689686	MN432490	MN562489	MN803438	MT521409	MT798582	MT926123	MT986830	MW139932	NC_005946	NC_027778	OK042108	OK042109	OL310752	OL774653	OL774654	OL774655	OM037668	ON075463	ON740976	ON743042	OP009387	OQ475017
OG0000206		AF371960_00059						GQ273492_00058														MK689685_00056							MT926123_00060						OK042109_00018										
OG0000207			AY521625_00066											KX643370_00021		MF599468_00006										MN803438_00044						NC_005946_00062													
OG0000208			AY521625_00076, AY521625_00106, AY521625_00107, AY521625_00108, AY521625_00109																																										
OG0000209			AY521625_00097											KX643370_00014, KX643370_00064, KX643370_00128												MN803438_00121																			
OG0000210					AY779031_00058																										MW139932_00056					OL310752_00093		OL774654_00054	OL774655_00057						
OG0000211						AY894343_00024							KT804738_00024										MK689686_00024					MT798582_00082													ON075463_00024				
OG0000212									HF920633_00139	HF920637_00024		KF938901_00137		KX643370_00020												MN803438_00045																			
OG0000213															LS484712_00024										MN562489_00120		MT521409_00121						NC_027778_00102							OM037668_00017					
OG0000214																									MN562489_00074		MT521409_00075					NC_005946_00007	NC_027778_00055							OM037668_00063					
OG0000215	AF303741_00008								HF920633_00101	HF920637_00215					LS484712_00052																														
OG0000216	AF303741_00012									HF920637_00065, HF920637_00115, HF920637_00177																																			
OG0000217	AF303741_00018								HF920633_00008	HF920637_00211		KF938901_00130																																	
OG0000218	AF303741_00024									HF920637_00008, HF920637_00083, HF920637_00200																																			
OG0000219	AF303741_00042								HF920633_00063	HF920637_00188		KF938901_00057																																	
OG0000220	AF303741_00044								HF920633_00160	HF920637_00187		KF938901_00082																																	
OG0000221	AF303741_00064								HF920633_00061	HF920637_00074		KF938901_00109																																	
OG0000222	AF303741_00074								HF920633_00018			KF938901_00029			LS484712_00233																														
OG0000223	AF303741_00107								HF920633_00023	HF920637_00204		KF938901_00098																																	
OG0000224	AF303741_00120								HF920633_00102	HF920637_00124		KF938901_00136																																	
OG0000225	AF303741_00124								HF920633_00074	HF920637_00144		KF938901_00045																																	
OG0000226	AF303741_00135								HF920633_00087	HF920637_00167		KF938901_00090																																	
OG0000227	AF303741_00159								HF920633_00041	HF920637_00040		KF938901_00155																																	
OG0000228	AF303741_00160								HF920633_00013	HF920637_00195		KF938901_00035																																	
OG0000229	AF303741_00175								HF920633_00113	HF920637_00012		KF938901_00062																																	
OG0000230	AF303741_00203								HF920633_00037	HF920637_00022		KF938901_00107																																	
OG0000231	AF303741_00204								HF920633_00155	HF920637_00021		KF938901_00154																																	
OG0000232		AF371960_00024																						MN432490_00026					MT926123_00025	MT986830_00025															
OG0000233			AY521625_00023											KX643370_00106												MN803438_00110						NC_005946_00051													
OG0000234			AY521625_00057											KX643370_00005		MF599468_00062										MN803438_00140																			
OG0000235			AY521625_00061											KX643370_00046												MN803438_00008						NC_005946_00088													
OG0000236			AY521625_00094											KX643370_00054												MN803438_00026						NC_005946_00096													
OG0000237			AY521625_00116											KX643370_00146												MN803438_00136						NC_005946_00015													
OG0000238			AY521625_00128											KX643370_00102												MN803438_00099						NC_005946_00073													
OG0000239				AY532606_00060	AY779031_00064						KC244182_00059																							OK042108_00017											
OG0000240														KX643370_00019, KX643370_00024												MN803438_00039, MN803438_00081																			
OG0000241														KX643370_00035, KX643370_00071												MN803438_00050, MN803438_00061																			
OG0000242														KX643370_00062, KX643370_00142												MN803438_00072, MN803438_00133																			
OG0000243														KX643370_00074, KX643370_00084												MN803438_00058, MN803438_00087																			
OG0000244															LS484712_00154, LS484712_00156, LS484712_00158, LS484712_00161																														
OG0000245															LS484712_00227, LS484712_00229, LS484712_00231, LS484712_00249																														
OG0000246																									MN562489_00021		MT521409_00022						NC_027778_00001							OM037668_00114					
OG0000247																									MN562489_00024		MT521409_00025						NC_027778_00004							OM037668_00112					
OG0000248																									MN562489_00025		MT521409_00026						NC_027778_00005							OM037668_00111					
OG0000249																									MN562489_00027		MT521409_00028						NC_027778_00007							OM037668_00109					
OG0000250																									MN562489_00028		MT521409_00029						NC_027778_00008							OM037668_00108					
OG0000251																									MN562489_00029		MT521409_00030						NC_027778_00009							OM037668_00107					
OG0000252																									MN562489_00032		MT521409_00033						NC_027778_00012							OM037668_00104					
OG0000253																									MN562489_00033		MT521409_00034						NC_027778_00013							OM037668_00103					
OG0000254																									MN562489_00034		MT521409_00035						NC_027778_00014							OM037668_00102					
OG0000255																									MN562489_00042		MT521409_00043						NC_027778_00022							OM037668_00094					
OG0000256																									MN562489_00043		MT521409_00044						NC_027778_00023							OM037668_00093					
OG0000257																									MN562489_00044		MT521409_00045						NC_027778_00024							OM037668_00092					
OG0000258																									MN562489_00065		MT521409_00066						NC_027778_00045							OM037668_00072					
OG0000259																									MN562489_00067		MT521409_00068						NC_027778_00047							OM037668_00070					
OG0000260																									MN562489_00068		MT521409_00069						NC_027778_00048							OM037668_00069					
OG0000261																									MN562489_00072		MT521409_00073						NC_027778_00053							OM037668_00065					
OG0000262																									MN562489_00076		MT521409_00077						NC_027778_00057							OM037668_00061					
OG0000263																									MN562489_00077		MT521409_00078						NC_027778_00058							OM037668_00060					
OG0000264																									MN562489_00078		MT521409_00079						NC_027778_00059							OM037668_00059					
OG0000265																									MN562489_00079		MT521409_00080						NC_027778_00060							OM037668_00058					
OG0000266																									MN562489_00082		MT521409_00083						NC_027778_00063							OM037668_00055					
OG0000267																									MN562489_00085		MT521409_00086						NC_027778_00066							OM037668_00052					
OG0000268																									MN562489_00088		MT521409_00089						NC_027778_00069							OM037668_00049					
OG0000269																									MN562489_00093		MT521409_00094						NC_027778_00074							OM037668_00044					
OG0000270																									MN562489_00098		MT521409_00099						NC_027778_00079							OM037668_00039					
OG0000271																									MN562489_00100		MT521409_00101						NC_027778_00081							OM037668_00037					
OG0000272																									MN562489_00103		MT521409_00104						NC_027778_00084							OM037668_00034					
OG0000273																									MN562489_00108		MT521409_00109						NC_027778_00089							OM037668_00029					
OG0000274																									MN562489_00110		MT521409_00111						NC_027778_00091							OM037668_00027					
OG0000275																									MN562489_00111		MT521409_00112						NC_027778_00092							OM037668_00026					
OG0000276																									MN562489_00112		MT521409_00113						NC_027778_00093							OM037668_00025					
OG0000277																									MN562489_00121		MT521409_00122						NC_027778_00103							OM037668_00016					
OG0000278																									MN562489_00123		MT521409_00124						NC_027778_00105							OM037668_00014					
OG0000279																									MN562489_00125		MT521409_00126						NC_027778_00107							OM037668_00012					
OG0000280																									MN562489_00127		MT521409_00128						NC_027778_00109							OM037668_00010					
OG0000281																									MN562489_00129		MT521409_00130						NC_027778_00112							OM037668_00008					
OG0000282																									MN562489_00130		MT521409_00131						NC_027778_00113							OM037668_00007					
OG0000283																									MN562489_00135		MT521409_00136						NC_027778_00118							OM037668_00002					
OG0000284	AF303741_00028								HF920633_00016			KF938901_00038																																	
OG0000285	AF303741_00053									HF920637_00053		KF938901_00015																																	
OG0000286	AF303741_00077									HF920637_00090						MF599468_00072																													
OG0000287	AF303741_00093									HF920637_00174		KF938901_00016																																	
OG0000288	AF303741_00115								HF920633_00070			KF938901_00018																																	
OG0000289	AF303741_00116								HF920633_00167			KF938901_00040																																	
OG0000290	AF303741_00201									HF920637_00063		KF938901_00122																																	
OG0000291	AF303741_00202									HF920637_00064						MF599468_00107																													
OG0000292		AF371960_00085																				MK689685_00082							MT926123_00086																
OG0000293			AY521625_00010											KX643370_00037																		NC_005946_00034													
OG0000294			AY521625_00043											KX643370_00151																		NC_005946_00064													
OG0000295			AY521625_00055											KX643370_00148												MN803438_00004																			
OG0000296									HF920633_00012			KF938901_00032, KF938901_00034																																	
OG0000297									HF920633_00060			KF938901_00050			LS484712_00207																														
OG0000298									HF920633_00159			KF938901_00083			LS484712_00206																														
OG0000299									HF920633_00164			KF938901_00013			LS484712_00201																														
OG0000300														KX643370_00045, KX643370_00087												MN803438_00075																			
OG0000301														KX643370_00105												MN803438_00053, MN803438_00103																			
OG0000302															LS484712_00155, LS484712_00157, LS484712_00160																														
OG0000303															LS484712_00228, LS484712_00230, LS484712_00232																														
OG0000304															LS484712_00263, LS484712_00264, LS484712_00265																														
OG0000305															LS484712_00271, LS484712_00272, LS484712_00273																														
OG0000306																								MN432490_00029						MT986830_00030														OP009387_00027	
OG0000307																									MN562489_00015		MT521409_00015													OM037668_00120					
OG0000308																									MN562489_00016		MT521409_00016													OM037668_00119					
OG0000309																									MN562489_00017		MT521409_00017													OM037668_00118					
OG0000310																									MN562489_00018		MT521409_00018													OM037668_00117					
OG0000311																									MN562489_00019		MT521409_00019													OM037668_00116					
OG0000312																									MN562489_00020		MT521409_00020													OM037668_00115					
OG0000313																									MN562489_00022		MT521409_00023						NC_027778_00002												
OG0000314																									MN562489_00064		MT521409_00065						NC_027778_00044												
OG0000315	AF303741_00002								HF920633_00075																																				
OG0000316	AF303741_00010									HF920637_00214																																			
OG0000317	AF303741_00014									HF920637_00154																																			
OG0000318	AF303741_00016								HF920633_00002																																				
OG0000319	AF303741_00020									HF920637_00155																																			
OG0000320	AF303741_00025									HF920637_00131																																			
OG0000321	AF303741_00027									HF920637_00107																																			
OG0000322	AF303741_00034									HF920637_00103																																			
OG0000323	AF303741_00040									HF920637_00191																																			
OG0000324	AF303741_00043								HF920633_00178																																				
OG0000325	AF303741_00045									HF920637_00186																																			
OG0000326	AF303741_00048								HF920633_00166																																				
OG0000327	AF303741_00050									HF920637_00179																																			
OG0000328	AF303741_00052									HF920637_00055																																			
OG0000329	AF303741_00055									HF920637_00050																																			
OG0000330	AF303741_00060									HF920637_00082																																			
OG0000331	AF303741_00061									HF920637_00081																																			
OG0000332	AF303741_00069								HF920633_00065																																				
OG0000333	AF303741_00092									HF920637_00104																																			
OG0000334	AF303741_00097									HF920637_00046																																			
OG0000335	AF303741_00098									HF920637_00171																																			
OG0000336	AF303741_00102									HF920637_00088																																			
OG0000337	AF303741_00111								HF920633_00140																																				
OG0000338	AF303741_00113									HF920637_00006																																			
OG0000339	AF303741_00118									HF920637_00126																																			
OG0000340	AF303741_00119									HF920637_00125																																			
OG0000341	AF303741_00131									HF920637_00135																																			
OG0000342	AF303741_00139									HF920637_00207																																			
OG0000343	AF303741_00140									HF920637_00202																																			
OG0000344	AF303741_00143									HF920637_00209																																			
OG0000345	AF303741_00155									HF920637_00032																																			
OG0000346	AF303741_00163									HF920637_00023																																			
OG0000347	AF303741_00166									HF920637_00002																																			
OG0000348	AF303741_00167									HF920637_00185																																			
OG0000349	AF303741_00172									HF920637_00134																																			
OG0000350	AF303741_00180								HF920633_00176																																				
OG0000351	AF303741_00186								HF920633_00055																																				
OG0000352	AF303741_00187									HF920637_00173																																			
OG0000353	AF303741_00190									HF920637_00203																																			
OG0000354	AF303741_00196									HF920637_00030																																			
OG0000355	AF303741_00198									HF920637_00007																																			
OG0000356	AF303741_00199									HF920637_00076																																			
OG0000357		AF371960_00028																											MT926123_00029																
OG0000358			AY521625_00008																													NC_005946_00035													
OG0000359			AY521625_00013																													NC_005946_00005													
OG0000360			AY521625_00015																													NC_005946_00003													
OG0000361			AY521625_00020																													NC_005946_00047													
OG0000362			AY521625_00039																													NC_005946_00018													
OG0000363			AY521625_00052																													NC_005946_00012													
OG0000364			AY521625_00063																													NC_005946_00090													
OG0000365			AY521625_00068, AY521625_00088																																										
OG0000366			AY521625_00072																													NC_005946_00081													
OG0000367			AY521625_00075																													NC_005946_00084													
OG0000368			AY521625_00089													MF599468_00076																													
OG0000369			AY521625_00090																													NC_005946_00013													
OG0000370			AY521625_00102																													NC_005946_00079													
OG0000371			AY521625_00104																													NC_005946_00080													
OG0000372			AY521625_00105																													NC_005946_00059													
OG0000373			AY521625_00113																													NC_005946_00017													
OG0000374			AY521625_00117																													NC_005946_00077													
OG0000375			AY521625_00118																													NC_005946_00076													
OG0000376			AY521625_00119																													NC_005946_00072													
OG0000377			AY521625_00123																													NC_005946_00069													
OG0000378			AY521625_00124, AY521625_00125																																										
OG0000379			AY521625_00131																													NC_005946_00056													
OG0000380			AY521625_00137																													NC_005946_00058													
OG0000381				AY532606_00072							KC244182_00069																																		
OG0000382					AY779031_00031																	MK689685_00026																							
OG0000383						AY894343_00012							KT804738_00012																																
OG0000384									HF920633_00005			KF938901_00026																																	
OG0000385									HF920633_00006			KF938901_00028																																	
OG0000386									HF920633_00015			KF938901_00037																																	
OG0000387									HF920633_00033			KF938901_00149																																	
OG0000388									HF920633_00042			KF938901_00110																																	
OG0000389									HF920633_00045			KF938901_00041																																	
OG0000390									HF920633_00048			KF938901_00068																																	
OG0000391									HF920633_00049			KF938901_00004																																	
OG0000392									HF920633_00051			KF938901_00078																																	
OG0000393									HF920633_00052			KF938901_00011																																	
OG0000394									HF920633_00066			KF938901_00059																																	
OG0000395									HF920633_00078			KF938901_00042																																	
OG0000396									HF920633_00089			KF938901_00096																																	
OG0000397									HF920633_00090			KF938901_00051																																	
OG0000398									HF920633_00095			KF938901_00002																																	
OG0000399									HF920633_00111			KF938901_00132																																	
OG0000400									HF920633_00112	HF920637_00170																																			
OG0000401									HF920633_00115			KF938901_00144																																	
OG0000402									HF920633_00136			KF938901_00087																																	
OG0000403									HF920633_00137	HF920637_00027																																			
OG0000404									HF920633_00141			KF938901_00061																																	
OG0000405									HF920633_00142			KF938901_00071																																	
OG0000406									HF920633_00151			KF938901_00003																																	
OG0000407									HF920633_00157			KF938901_00129																																	
OG0000408									HF920633_00162			KF938901_00088																																	
OG0000409										HF920637_00036, HF920637_00038																																			
OG0000410										HF920637_00037, HF920637_00039																																			
OG0000411										HF920637_00051, HF920637_00157																																			
OG0000412										HF920637_00066, HF920637_00178																																			
OG0000413										HF920637_00078		KF938901_00157																																	
OG0000414										HF920637_00113					LS484712_00006																														
OG0000415														KX643370_00002												MN803438_00144																			
OG0000416														KX643370_00003												MN803438_00143																			
OG0000417														KX643370_00006												MN803438_00139																			
OG0000418														KX643370_00007												MN803438_00018																			
OG0000419														KX643370_00008												MN803438_00019																			
OG0000420														KX643370_00010												MN803438_00020																			
OG0000421														KX643370_00011												MN803438_00014																			
OG0000422														KX643370_00013												MN803438_00036																			
OG0000423														KX643370_00016												MN803438_00038																			
OG0000424														KX643370_00018												MN803438_00015																			
OG0000425														KX643370_00022												MN803438_00042																			
OG0000426														KX643370_00023												MN803438_00043																			
OG0000427														KX643370_00026												MN803438_00040																			
OG0000428														KX643370_00027												MN803438_00041																			
OG0000429														KX643370_00029												MN803438_00080																			
OG0000430														KX643370_00030												MN803438_00079																			
OG0000431														KX643370_00031												MN803438_00083																			
OG0000432														KX643370_00032												MN803438_00085																			
OG0000433														KX643370_00034												MN803438_00031																			
OG0000434														KX643370_00036												MN803438_00032																			
OG0000435														KX643370_00038												MN803438_00033																			
OG0000436														KX643370_00039												MN803438_00034																			
OG0000437														KX643370_00050												MN803438_00016																			
OG0000438														KX643370_00053												MN803438_00025																			
OG0000439														KX643370_00058												MN803438_00069																			
OG0000440														KX643370_00063												MN803438_00073																			
OG0000441														KX643370_00065												MN803438_00067																			
OG0000442														KX643370_00066												MN803438_00065																			
OG0000443														KX643370_00067												MN803438_00064																			
OG0000444														KX643370_00068												MN803438_00063																			
OG0000445														KX643370_00069												MN803438_00062																			
OG0000446														KX643370_00072												MN803438_00060																			
OG0000447														KX643370_00073												MN803438_00059																			
OG0000448														KX643370_00078												MN803438_00088																			
OG0000449														KX643370_00081												MN803438_00091																			
OG0000450														KX643370_00082												MN803438_00090																			
OG0000451														KX643370_00083												MN803438_00093																			
OG0000452														KX643370_00086												MN803438_00086																			
OG0000453														KX643370_00088												MN803438_00076																			
OG0000454														KX643370_00092												MN803438_00047																			
OG0000455														KX643370_00093												MN803438_00048																			
OG0000456														KX643370_00097												MN803438_00057																			
OG0000457														KX643370_00099												MN803438_00095																			
OG0000458														KX643370_00101												MN803438_00098																			
OG0000459														KX643370_00104												MN803438_00102																			
OG0000460														KX643370_00112												MN803438_00132																			
OG0000461														KX643370_00113												MN803438_00131																			
OG0000462														KX643370_00116												MN803438_00129																			
OG0000463														KX643370_00118												MN803438_00127																			
OG0000464														KX643370_00122												MN803438_00114																			
OG0000465														KX643370_00123												MN803438_00116																			
OG0000466														KX643370_00124												MN803438_00119																			
OG0000467														KX643370_00127												MN803438_00118																			
OG0000468														KX643370_00129												MN803438_00123																			
OG0000469														KX643370_00134												MN803438_00111																			
OG0000470														KX643370_00141												MN803438_00134																			
OG0000471														KX643370_00147												MN803438_00141																			
OG0000472														KX643370_00150												MN803438_00002																			
OG0000473														KX643370_00152												MN803438_00001																			
OG0000474															LS484712_00042, LS484712_00056																														
OG0000475															LS484712_00099, LS484712_00100																														
OG0000476															LS484712_00125, LS484712_00127																														
OG0000477															LS484712_00170, LS484712_00171																														
OG0000478															LS484712_00213, LS484712_00214																														
OG0000479															LS484712_00215, LS484712_00216																														
OG0000480															LS484712_00238, LS484712_00245																														
OG0000481															LS484712_00277, LS484712_00279																														
OG0000482																MF599468_00031, MF599468_00094																													
OG0000483																MF599468_00077, MF599468_00078																													
OG0000484																MF599468_00134, MF599468_00144																													
OG0000485																MF599468_00143, MF599468_00169																													
OG0000486																								MN432490_00068						MT986830_00070															
OG0000487																												MT798582_00079							OK042109_00050										
OG0000488																																NC_005946_00024, NC_005946_00025													
