Orthogroup	23043610003	23043610005	AB104413	AF371960	AP017456	AY894343	BD143114	GQ273492	KC244182	KT781098	KT804738	MG570131	MG570132	MK098185	MK098186	MK098187	MK637631	MK689685	MK689686	MN432490	MN562489	MT128666	MT128667	MT521409	MT798582	MT926123	MT986830	MW139932	MW273353	MW273354	MW883593	MW883594	MW883595	MW883596	MW883597	MW883598	MW883599	MW883600	MW883601	MW883602	MW883603	MW883606	NC_003494	OK042108	OK042109	OL774653	OL774654	OL774655	OM037668	ON075463	ON212400	ON740976	ON743042	OP009387	OP896201	OQ475017	OQ513807	OR356116	OR536350	OR670976	PP151097	PP974677	PQ335173_PQ335174	occupancy
OG0000121	NA	NA	NA	AF371960.1_00059 hypothetical protein	NA	NA	NA	GQ273492.1_00058 hypothetical protein	NA	AF371960.1_00059 hypothetical protein	NA	NA	NA	NA	NA	NA	NA	AF371960.1_00059 hypothetical protein	NA	NA	NA	AF371960.1_00059 hypothetical protein	AF371960.1_00059 hypothetical protein	NA	NA	AF371960.1_00059 hypothetical protein	NA	NA	AF371960.1_00059 hypothetical protein	AF371960.1_00059 hypothetical protein	AF371960.1_00059 hypothetical protein	NA	NA	AF371960.1_00059 hypothetical protein	AF371960.1_00059 hypothetical protein	NA	AF371960.1_00059 hypothetical protein	AF371960.1_00059 hypothetical protein	AF371960.1_00059 hypothetical protein	AF371960.1_00059 hypothetical protein	AF371960.1_00059 hypothetical protein	AF371960.1_00059 hypothetical protein	AF371960.1_00059 hypothetical protein	NA	GQ273492.1_00058 hypothetical protein, GQ273492.1_00058 hypothetical protein	NA	NA	NA	NA	NA	AF371960.1_00059 hypothetical protein	NA	NA	NA	AF371960.1_00059 hypothetical protein	NA	AF371960.1_00059 hypothetical protein	AF371960.1_00059 hypothetical protein	AF371960.1_00059 hypothetical protein	AF371960.1_00059 hypothetical protein	AF371960.1_00059 hypothetical protein	AF371960.1_00059 hypothetical protein	NA	44.44444444444444
OG0000122	NA	NA	ORF050_refgen ORF050	NA	ORF050_refgen ORF050	ORF049_ref_gen ORF050	ORF050_ref_gen ORF050	ORF50R_refgen ORF50R	ORF050_ref_gen ORF050	NA	ORF049_refgen ORF050	NA	NA	ORF049_refgen ORF050	ORF049_refgen ORF050	ORF049_refgen ORF050	NA	ORF50R_refgen ORF50R	ORF050_refgen ORF050	NA	NA	NA	NA	NA	ORF050_refgen ORF050	ORF50R_ref gen ORF50R	ORF049_ref gen ORF050	ORF050_refgen ORF050	NA	NA	NA	NA	NA	NA	NA	ORF050_refgen ORF050	NA	NA	NA	NA	NA	NA	NA	ORF050_refgen ORF050	ORF050_refgen ORF050	ORF050_refgen ORF050	ORF050_refgen ORF050	ORF050_refgen ORF050	NA	ORF050_refgen ORF050	NA	ORF050_refgen ORF050	ORF050_refgen ORF050	ORF50R_ref gen ORF50R	NA	NA	NA	NA	NA	NA	NA	NA	NA	41.269841269841265
OG0000123	NA	NA	MK689686.1_00111 hypothetical protein	NA	MK689686.1_00111 hypothetical protein	MK689686.1_00111 hypothetical protein	MK689686.1_00111 hypothetical protein	GQ273492.1_00109 hypothetical protein	MK689686.1_00111 hypothetical protein	NA	MK689686.1_00111 hypothetical protein	MG570131.1_00109 hypothetical protein	MG570132.1_00109 hypothetical protein	MK689686.1_00111 hypothetical protein	MK689686.1_00111 hypothetical protein	MK689686.1_00111 hypothetical protein	NA	NA	MK689686.1_00111 hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	GQ273492.1_00109 hypothetical protein	NA	NA	NA	NA	NA	NA	NA	MK689686.1_00111 hypothetical protein	NA	NA	NA	NA	NA	NA	NA	MK689686.1_00111 hypothetical protein	MK689686.1_00111 hypothetical protein	GQ273492.1_00109 hypothetical protein	GQ273492.1_00109 hypothetical protein	GQ273492.1_00109 hypothetical protein	NA	MK689686.1_00111 hypothetical protein	NA	MK689686.1_00111 hypothetical protein	MK689686.1_00111 hypothetical protein	NA	NA	OQ475017.1_00111 OQ475017.1 - hypothetical protein translation	NA	NA	NA	NA	NA	NA	NA	38.095238095238095
OG0000124	NA	NA	MK689686.1_00102 hypothetical protein	NA	MK689686.1_00102 hypothetical protein	MK689686.1_00102 hypothetical protein	MK689686.1_00102 hypothetical protein	NA	MK689686.1_00102 hypothetical protein	NA	MK689686.1_00102 hypothetical protein	NA	NA	MK689686.1_00102 hypothetical protein	MK689686.1_00102 hypothetical protein	MK689686.1_00102 hypothetical protein	NA	NA	MK689686.1_00102 hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	MK689686.1_00102 hypothetical protein	NA	NA	NA	NA	NA	NA	NA	MK689686.1_00102 hypothetical protein	NA	NA	NA	NA	NA	NA	NA	MK689686.1_00102 hypothetical protein	MK689686.1_00102 hypothetical protein	MK689686.1_00102 hypothetical protein	MK689686.1_00102 hypothetical protein	MK689686.1_00102 hypothetical protein	NA	MK689686.1_00102 hypothetical protein	NA	MK689686.1_00102 hypothetical protein	MK689686.1_00102 hypothetical protein	NA	NA	OQ475017.1_00102 OQ475017.1 - hypothetical protein translation	NA	NA	NA	NA	NA	NA	NA	33.33333333333333
OG0000125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	OM037668.1_00002 hypothetical protein, OM037668.1_00006 hypothetical protein, OM037668.1_00125 hypothetical protein	NA	NA	OM037668.1_00002 hypothetical protein, OM037668.1_00006 hypothetical protein, OM037668.1_00125 hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	OM037668.1_00002 hypothetical protein, OM037668.1_00006 hypothetical protein, OM037668.1_00125 hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.761904761904762
OG0000126	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	OM037668.1_00066 hypothetical protein, OM037668.1_00131 hypothetical protein, OM037668.1_00132 hypothetical protein	NA	NA	OM037668.1_00066 hypothetical protein, OM037668.1_00131 hypothetical protein, OM037668.1_00132 hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	OM037668.1_00066 hypothetical protein, OM037668.1_00131 hypothetical protein, OM037668.1_00132 hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.761904761904762
OG0000127	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	MK637631_00034 Serine proteinase inhibitor 1, MK637631_00063 Serine proteinase inhibitor 2	NA	NA	NA	OM037668.1_00015 Serine proteinase inhibitor 1, OM037668.1_00071 Serine proteinase inhibitor 2	NA	NA	OM037668.1_00015 Serine proteinase inhibitor 1, OM037668.1_00071 Serine proteinase inhibitor 2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	OM037668.1_00015 Serine proteinase inhibitor 1, OM037668.1_00071 Serine proteinase inhibitor 2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.349206349206349
OG0000128	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	MK637631_00013 hypothetical protein	NA	NA	NA	OM037668.1_00092 hypothetical protein, OM037668.1_00093 hypothetical protein	NA	NA	OM037668.1_00092 hypothetical protein, OM037668.1_00093 hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	OM037668.1_00092 hypothetical protein, OM037668.1_00093 hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.349206349206349
OG0000129	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	MK637631_00041 hypothetical protein	NA	NA	NA	OM037668.1_00121 hypothetical protein, OM037668.1_00128 hypothetical protein	NA	NA	OM037668.1_00121 hypothetical protein, OM037668.1_00128 hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	OM037668.1_00121 hypothetical protein, OM037668.1_00128 hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.349206349206349
OG0000130	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	MK637631_00051 hypothetical protein, MK637631_00109 hypothetical protein, MK637631_00113 hypothetical protein	NA	NA	NA	OM037668.1_00133 hypothetical protein	NA	NA	OM037668.1_00133 hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	OM037668.1_00133 hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.349206349206349
OG0000131	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	OM037668.1_00067 hypothetical protein, OM037668.1_00126 hypothetical protein	NA	NA	OM037668.1_00067 hypothetical protein, OM037668.1_00126 hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	OM037668.1_00067 hypothetical protein, OM037668.1_00126 hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.761904761904762
OG0000132	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	MK637631_00014 hypothetical protein, MK637631_00090 hypothetical protein	NA	NA	NA	OM037668.1_00094 hypothetical protein	NA	NA	OM037668.1_00094 hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	OM037668.1_00094 hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.349206349206349
OG0000133	NA	NA	NA	AF371960.1_00028 hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AF371960.1_00028 hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AF371960.1_00028 hypothetical protein	NA	NA	AF371960.1_00028 hypothetical protein	NA	NA	NA	6.349206349206349
OG0000134	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	MK637631_00003 hypothetical protein	NA	NA	NA	OM037668.1_00029 hypothetical protein	NA	NA	OM037668.1_00029 hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	OM037668.1_00029 hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.349206349206349
OG0000135	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	MK637631_00005 hypothetical protein	NA	NA	NA	OM037668.1_00025 hypothetical protein	NA	NA	OM037668.1_00025 hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	OM037668.1_00025 hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.349206349206349
OG0000136	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	MK637631_00007 Thymidylate kinase	NA	NA	NA	OM037668.1_00023 hypothetical protein	NA	NA	OM037668.1_00023 hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	OM037668.1_00023 hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.349206349206349
OG0000137	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	MK637631_00015 hypothetical protein	NA	NA	NA	OM037668.1_00039 hypothetical protein	NA	NA	OM037668.1_00039 hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	OM037668.1_00039 hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.349206349206349
OG0000138	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	MK637631_00019 hypothetical protein	NA	NA	NA	OM037668.1_00044 hypothetical protein	NA	NA	OM037668.1_00044 hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	OM037668.1_00044 hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.349206349206349
OG0000139	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	MK637631_00026 hypothetical protein	NA	NA	NA	OM037668.1_00055 hypothetical protein	NA	NA	OM037668.1_00055 hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	OM037668.1_00055 hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.349206349206349
OG0000140	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	MK637631_00028 hypothetical protein	NA	NA	NA	OM037668.1_00052 hypothetical protein	NA	NA	OM037668.1_00052 hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	OM037668.1_00052 hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.349206349206349
OG0000141	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	MK637631_00031 hypothetical protein	NA	NA	NA	OM037668.1_00049 hypothetical protein	NA	NA	OM037668.1_00049 hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	OM037668.1_00049 hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.349206349206349
OG0000142	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	MK637631_00035 hypothetical protein	NA	NA	NA	OM037668.1_00036 hypothetical protein	NA	NA	OM037668.1_00036 hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	OM037668.1_00036 hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.349206349206349
OG0000143	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	MK637631_00038 hypothetical protein	NA	NA	NA	OM037668.1_00022 hypothetical protein	NA	NA	OM037668.1_00022 hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	OM037668.1_00022 hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.349206349206349
OG0000144	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	MK637631_00040 hypothetical protein	NA	NA	NA	OM037668.1_00063 hypothetical protein	NA	NA	OM037668.1_00063 hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	OM037668.1_00063 hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.349206349206349
OG0000145	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	MK637631_00050 hypothetical protein	NA	NA	NA	OM037668.1_00007 hypothetical protein	NA	NA	OM037668.1_00007 hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	OM037668.1_00007 hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.349206349206349
OG0000146	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	MK637631_00060 hypothetical protein	NA	NA	NA	OM037668.1_00069 hypothetical protein	NA	NA	OM037668.1_00069 hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	OM037668.1_00069 hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.349206349206349
OG0000147	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	MK637631_00061 hypothetical protein	NA	NA	NA	OM037668.1_00026 hypothetical protein	NA	NA	OM037668.1_00026 hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	OM037668.1_00026 hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.349206349206349
OG0000148	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	MK637631_00065 hypothetical protein	NA	NA	NA	NA	NA	NA	OM037668.1_00008 hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	OM037668.1_00008 hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PQ335173_PQ335174_00077 PQ335173_PQ335174 - hypothetical protein translation	6.349206349206349
OG0000149	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	MK637631_00069 hypothetical protein	NA	NA	NA	OM037668.1_00012 hypothetical protein	NA	NA	OM037668.1_00012 hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	OM037668.1_00012 hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.349206349206349
OG0000150	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	MK637631_00073 hypothetical protein	NA	NA	NA	OM037668.1_00114 hypothetical protein	NA	NA	OM037668.1_00114 hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	OM037668.1_00114 hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.349206349206349
OG0000151	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	MK637631_00075 hypothetical protein	NA	NA	NA	OM037668.1_00112 hypothetical protein	NA	NA	OM037668.1_00112 hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	OM037668.1_00112 hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.349206349206349
OG0000152	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	MK637631_00076 hypothetical protein	NA	NA	NA	OM037668.1_00111 hypothetical protein	NA	NA	OM037668.1_00111 hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	OM037668.1_00111 hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.349206349206349
OG0000153	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	MK637631_00081 hypothetical protein	NA	NA	NA	OM037668.1_00103 hypothetical protein	NA	NA	OM037668.1_00103 hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	OM037668.1_00103 hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.349206349206349
OG0000154	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	MK637631_00082 hypothetical protein	NA	NA	NA	OM037668.1_00102 hypothetical protein	NA	NA	OM037668.1_00102 hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	OM037668.1_00102 hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.349206349206349
OG0000155	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	MK637631_00092 hypothetical protein	NA	NA	NA	OM037668.1_00058 hypothetical protein	NA	NA	OM037668.1_00058 hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	OM037668.1_00058 hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.349206349206349
OG0000156	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	MK637631_00098 hypothetical protein	NA	NA	NA	OM037668.1_00072 hypothetical protein	NA	NA	OM037668.1_00072 hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	OM037668.1_00072 hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.349206349206349
OG0000157	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	MK637631_00116 hypothetical protein	NA	NA	NA	OM037668.1_00034 hypothetical protein	NA	NA	OM037668.1_00034 hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	OM037668.1_00034 hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.349206349206349
OG0000158	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	MK637631_00072 hypothetical protein	NA	NA	NA	OM037668.1_00115 hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	OM037668.1_00115 hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.761904761904762
OG0000159	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	OM037668.1_00001 hypothetical protein	NA	NA	OM037668.1_00001 hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	OM037668.1_00001 hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.761904761904762
