Orthogroup	AB104413	AF371960	AP017456	AY894343	BD143114	GQ273492	KC244182	KT781098	KT804738	MG570131	MG570132	MK098185	MK098186	MK098187	MK689685	MK689686	MN432490	MT128666	MT128667	MT798582	MT926123	MT986830	MW139932	MW273353	MW273354	MW883593	MW883594	MW883595	MW883596	MW883597	MW883598	MW883599	MW883600	MW883601	MW883602	MW883603	MW883606	NC_003494	OK042108	OK042109	OL774653	OL774654	OL774655	ON075463	ON212400	ON740976	ON743042	OP009387	OP896201	OQ475017	OQ513807	OR356116	OR536350	OR670976	PP151097	PP974677	occupancy	complete_level	num_values_present	missing_values
OG0000010	MK689686.1_00012 hypothetical protein	AF371960.1_00013 hypothetical protein	MK689686.1_00012 hypothetical protein	MK689686.1_00012 hypothetical protein	MK689686.1_00012 hypothetical protein	GQ273492.1_00013 hypothetical protein	MK689686.1_00012 hypothetical protein	AF371960.1_00013 hypothetical protein	MK689686.1_00012 hypothetical protein	MG570131.1_00014 hypothetical protein	MG570132.1_00014 hypothetical protein	MK689686.1_00012 hypothetical protein	MK689686.1_00012 hypothetical protein	MK689686.1_00012 hypothetical protein	AF371960.1_00013 hypothetical protein	MK689686.1_00012 hypothetical protein	AF371960.1_00013 hypothetical protein	AF371960.1_00013 hypothetical protein	AF371960.1_00013 hypothetical protein	MK689686.1_00012 hypothetical protein	AF371960.1_00013 hypothetical protein	AF371960.1_00013 hypothetical protein	MK689686.1_00012 hypothetical protein	AF371960.1_00013 hypothetical protein	AF371960.1_00013 hypothetical protein	AF371960.1_00013 hypothetical protein	AF371960.1_00013 hypothetical protein	AF371960.1_00013 hypothetical protein	AF371960.1_00013 hypothetical protein	AF371960.1_00013 hypothetical protein	MK689686.1_00012 hypothetical protein	AF371960.1_00013 hypothetical protein	AF371960.1_00013 hypothetical protein	AF371960.1_00013 hypothetical protein	AF371960.1_00013 hypothetical protein	AF371960.1_00013 hypothetical protein	AF371960.1_00013 hypothetical protein	AF371960.1_00013 hypothetical protein	MK689686.1_00012 hypothetical protein	MK689686.1_00012 hypothetical protein	MK689686.1_00012 hypothetical protein	MK689686.1_00012 hypothetical protein	MK689686.1_00012 hypothetical protein	MK689686.1_00012 hypothetical protein	AF371960.1_00013 hypothetical protein	MK689686.1_00012 hypothetical protein	MK689686.1_00012 hypothetical protein	AF371960.1_00013 hypothetical protein	AF371960.1_00013 hypothetical protein	OQ475017.1_00013 OQ475017.1 - hypothetical protein translation	AF371960.1_00013 hypothetical protein	AF371960.1_00013 hypothetical protein	AF371960.1_00013 hypothetical protein	AF371960.1_00013 hypothetical protein	AF371960.1_00013 hypothetical protein	AF371960.1_00013 hypothetical protein	100	FALSE	3	SDDV, TSIV, n/a
OG0000011	MK689686.1_00013 hypothetical protein	AF371960.1_00014 hypothetical protein	MK689686.1_00013 hypothetical protein	MK689686.1_00013 hypothetical protein	MK689686.1_00013 hypothetical protein	GQ273492.1_00014 hypothetical protein	MK689686.1_00013 hypothetical protein	AF371960.1_00014 hypothetical protein	MK689686.1_00013 hypothetical protein	MG570131.1_00015 hypothetical protein	MG570132.1_00015 hypothetical protein	MK689686.1_00013 hypothetical protein	MK689686.1_00013 hypothetical protein	MK689686.1_00013 hypothetical protein	AF371960.1_00014 hypothetical protein	MK689686.1_00013 hypothetical protein	AF371960.1_00014 hypothetical protein	AF371960.1_00014 hypothetical protein	AF371960.1_00014 hypothetical protein	MK689686.1_00013 hypothetical protein	AF371960.1_00014 hypothetical protein	AF371960.1_00014 hypothetical protein	MK689686.1_00013 hypothetical protein	AF371960.1_00014 hypothetical protein	AF371960.1_00014 hypothetical protein	AF371960.1_00014 hypothetical protein	AF371960.1_00014 hypothetical protein	AF371960.1_00014 hypothetical protein	AF371960.1_00014 hypothetical protein	AF371960.1_00014 hypothetical protein	MK689686.1_00013 hypothetical protein	AF371960.1_00014 hypothetical protein	AF371960.1_00014 hypothetical protein	AF371960.1_00014 hypothetical protein	AF371960.1_00014 hypothetical protein	AF371960.1_00014 hypothetical protein	AF371960.1_00014 hypothetical protein	AF371960.1_00014 hypothetical protein	MK689686.1_00013 hypothetical protein	MK689686.1_00013 hypothetical protein	MK689686.1_00013 hypothetical protein	MK689686.1_00013 hypothetical protein	MK689686.1_00013 hypothetical protein	MK689686.1_00013 hypothetical protein	AF371960.1_00014 hypothetical protein	MK689686.1_00013 hypothetical protein	MK689686.1_00013 hypothetical protein	AF371960.1_00014 hypothetical protein	AF371960.1_00014 hypothetical protein	OQ475017.1_00014 OQ475017.1 - hypothetical protein translation	AF371960.1_00014 hypothetical protein	AF371960.1_00014 hypothetical protein	AF371960.1_00014 hypothetical protein	AF371960.1_00014 hypothetical protein	AF371960.1_00014 hypothetical protein	AF371960.1_00014 hypothetical protein	100	FALSE	3	SDDV, TSIV, n/a
OG0000012	MK689686.1_00014 hypothetical protein	AF371960.1_00015 hypothetical protein	MK689686.1_00014 hypothetical protein	MK689686.1_00014 hypothetical protein	MK689686.1_00014 hypothetical protein	GQ273492.1_00015 hypothetical protein	MK689686.1_00014 hypothetical protein	AF371960.1_00015 hypothetical protein	MK689686.1_00014 hypothetical protein	MG570131.1_00016 hypothetical protein	MG570132.1_00016 hypothetical protein	MK689686.1_00014 hypothetical protein	MK689686.1_00014 hypothetical protein	MK689686.1_00014 hypothetical protein	AF371960.1_00015 hypothetical protein	MK689686.1_00014 hypothetical protein	AF371960.1_00015 hypothetical protein	AF371960.1_00015 hypothetical protein	AF371960.1_00015 hypothetical protein	MK689686.1_00014 hypothetical protein	AF371960.1_00015 hypothetical protein	AF371960.1_00015 hypothetical protein	MK689686.1_00014 hypothetical protein	AF371960.1_00015 hypothetical protein	AF371960.1_00015 hypothetical protein	AF371960.1_00015 hypothetical protein	AF371960.1_00015 hypothetical protein	AF371960.1_00015 hypothetical protein	AF371960.1_00015 hypothetical protein	AF371960.1_00015 hypothetical protein	MK689686.1_00014 hypothetical protein	AF371960.1_00015 hypothetical protein	AF371960.1_00015 hypothetical protein	AF371960.1_00015 hypothetical protein	AF371960.1_00015 hypothetical protein	AF371960.1_00015 hypothetical protein	AF371960.1_00015 hypothetical protein	AF371960.1_00015 hypothetical protein	MK689686.1_00014 hypothetical protein	MK689686.1_00014 hypothetical protein	MK689686.1_00014 hypothetical protein	MK689686.1_00014 hypothetical protein	MK689686.1_00014 hypothetical protein	MK689686.1_00014 hypothetical protein	AF371960.1_00015 hypothetical protein	MK689686.1_00014 hypothetical protein	MK689686.1_00014 hypothetical protein	AF371960.1_00015 hypothetical protein	AF371960.1_00015 hypothetical protein	OQ475017.1_00015 OQ475017.1 - hypothetical protein translation	AF371960.1_00015 hypothetical protein	AF371960.1_00015 hypothetical protein	AF371960.1_00015 hypothetical protein	AF371960.1_00015 hypothetical protein	AF371960.1_00015 hypothetical protein	AF371960.1_00015 hypothetical protein	100	FALSE	3	SDDV, TSIV, n/a
OG0000013	MK689686.1_00016 hypothetical protein	AF371960.1_00017 hypothetical protein	MK689686.1_00016 hypothetical protein	MK689686.1_00016 hypothetical protein	MK689686.1_00016 hypothetical protein	ORF14R_refgen ORF14R	MK689686.1_00016 hypothetical protein	AF371960.1_00017 hypothetical protein	MK689686.1_00016 hypothetical protein	MG570131.1_00018 hypothetical protein	MG570132.1_00018 hypothetical protein	MK689686.1_00016 hypothetical protein	MK689686.1_00016 hypothetical protein	MK689686.1_00016 hypothetical protein	AF371960.1_00017 hypothetical protein	MK689686.1_00016 hypothetical protein	AF371960.1_00017 hypothetical protein	AF371960.1_00017 hypothetical protein	AF371960.1_00017 hypothetical protein	MK689686.1_00016 hypothetical protein	AF371960.1_00017 hypothetical protein	AF371960.1_00017 hypothetical protein	MK689686.1_00016 hypothetical protein	AF371960.1_00017 hypothetical protein	AF371960.1_00017 hypothetical protein	AF371960.1_00017 hypothetical protein	AF371960.1_00017 hypothetical protein	AF371960.1_00017 hypothetical protein	AF371960.1_00017 hypothetical protein	AF371960.1_00017 hypothetical protein	MK689686.1_00016 hypothetical protein	AF371960.1_00017 hypothetical protein	AF371960.1_00017 hypothetical protein	AF371960.1_00017 hypothetical protein	AF371960.1_00017 hypothetical protein	AF371960.1_00017 hypothetical protein	AF371960.1_00017 hypothetical protein	AF371960.1_00017 hypothetical protein	MK689686.1_00016 hypothetical protein	MK689686.1_00016 hypothetical protein	MK689686.1_00016 hypothetical protein	MK689686.1_00016 hypothetical protein	MK689686.1_00016 hypothetical protein	MK689686.1_00016 hypothetical protein	AF371960.1_00017 hypothetical protein	MK689686.1_00016 hypothetical protein	MK689686.1_00016 hypothetical protein	AF371960.1_00017 hypothetical protein	AF371960.1_00017 hypothetical protein	OQ475017.1_00017 OQ475017.1 - hypothetical protein translation	AF371960.1_00017 hypothetical protein	AF371960.1_00017 hypothetical protein	AF371960.1_00017 hypothetical protein	AF371960.1_00017 hypothetical protein	AF371960.1_00017 hypothetical protein	AF371960.1_00017 hypothetical protein	100	FALSE	3	SDDV, TSIV, n/a
OG0000014	MK689686.1_00017 hypothetical protein	AF371960.1_00018 hypothetical protein	MK689686.1_00017 hypothetical protein	MK689686.1_00017 hypothetical protein	MK689686.1_00017 hypothetical protein	GQ273492.1_00018 hypothetical protein	MK689686.1_00017 hypothetical protein	AF371960.1_00018 hypothetical protein	MK689686.1_00017 hypothetical protein	MG570131.1_00019 hypothetical protein	MG570132.1_00019 hypothetical protein	MK689686.1_00017 hypothetical protein	MK689686.1_00017 hypothetical protein	MK689686.1_00017 hypothetical protein	AF371960.1_00018 hypothetical protein	MK689686.1_00017 hypothetical protein	AF371960.1_00018 hypothetical protein	AF371960.1_00018 hypothetical protein	AF371960.1_00018 hypothetical protein	MK689686.1_00017 hypothetical protein	AF371960.1_00018 hypothetical protein	AF371960.1_00018 hypothetical protein	MK689686.1_00017 hypothetical protein	AF371960.1_00018 hypothetical protein	AF371960.1_00018 hypothetical protein	AF371960.1_00018 hypothetical protein	AF371960.1_00018 hypothetical protein	AF371960.1_00018 hypothetical protein	AF371960.1_00018 hypothetical protein	AF371960.1_00018 hypothetical protein	MK689686.1_00017 hypothetical protein	AF371960.1_00018 hypothetical protein	AF371960.1_00018 hypothetical protein	AF371960.1_00018 hypothetical protein	AF371960.1_00018 hypothetical protein	AF371960.1_00018 hypothetical protein	AF371960.1_00018 hypothetical protein	AF371960.1_00018 hypothetical protein	MK689686.1_00017 hypothetical protein	MK689686.1_00017 hypothetical protein	MK689686.1_00017 hypothetical protein	MK689686.1_00017 hypothetical protein	MK689686.1_00017 hypothetical protein	MK689686.1_00017 hypothetical protein	AF371960.1_00018 hypothetical protein	MK689686.1_00017 hypothetical protein	MK689686.1_00017 hypothetical protein	AF371960.1_00018 hypothetical protein	AF371960.1_00018 hypothetical protein	OQ475017.1_00018 OQ475017.1 - hypothetical protein translation	AF371960.1_00018 hypothetical protein	AF371960.1_00018 hypothetical protein	AF371960.1_00018 hypothetical protein	AF371960.1_00018 hypothetical protein	AF371960.1_00018 hypothetical protein	AF371960.1_00018 hypothetical protein	100	FALSE	3	SDDV, TSIV, n/a
OG0000015	MK689686.1_00018 hypothetical protein	AF371960.1_00019 hypothetical protein	MK689686.1_00018 hypothetical protein	MK689686.1_00018 hypothetical protein	MK689686.1_00018 hypothetical protein	GQ273492.1_00019 hypothetical protein	MK689686.1_00018 hypothetical protein	AF371960.1_00019 hypothetical protein	MK689686.1_00018 hypothetical protein	MG570131.1_00020 hypothetical protein	MG570132.1_00020 hypothetical protein	MK689686.1_00018 hypothetical protein	MK689686.1_00018 hypothetical protein	MK689686.1_00018 hypothetical protein	AF371960.1_00019 hypothetical protein	MK689686.1_00018 hypothetical protein	AF371960.1_00019 hypothetical protein	AF371960.1_00019 hypothetical protein	AF371960.1_00019 hypothetical protein	MK689686.1_00018 hypothetical protein	AF371960.1_00019 hypothetical protein	AF371960.1_00019 hypothetical protein	MK689686.1_00018 hypothetical protein	AF371960.1_00019 hypothetical protein	AF371960.1_00019 hypothetical protein	AF371960.1_00019 hypothetical protein	AF371960.1_00019 hypothetical protein	AF371960.1_00019 hypothetical protein	AF371960.1_00019 hypothetical protein	AF371960.1_00019 hypothetical protein	MK689686.1_00018 hypothetical protein	AF371960.1_00019 hypothetical protein	AF371960.1_00019 hypothetical protein	AF371960.1_00019 hypothetical protein	AF371960.1_00019 hypothetical protein	AF371960.1_00019 hypothetical protein	AF371960.1_00019 hypothetical protein	AF371960.1_00019 hypothetical protein	MK689686.1_00018 hypothetical protein	MK689686.1_00018 hypothetical protein	MK689686.1_00018 hypothetical protein	MK689686.1_00018 hypothetical protein	MK689686.1_00018 hypothetical protein	MK689686.1_00018 hypothetical protein	AF371960.1_00019 hypothetical protein	MK689686.1_00018 hypothetical protein	MK689686.1_00018 hypothetical protein	AF371960.1_00019 hypothetical protein	AF371960.1_00019 hypothetical protein	OQ475017.1_00019 OQ475017.1 - hypothetical protein translation	AF371960.1_00019 hypothetical protein	AF371960.1_00019 hypothetical protein	AF371960.1_00019 hypothetical protein	AF371960.1_00019 hypothetical protein	AF371960.1_00019 hypothetical protein	AF371960.1_00019 hypothetical protein	100	FALSE	3	SDDV, TSIV, n/a
OG0000016	MK689686.1_00019 hypothetical protein	AF371960.1_00020 hypothetical protein	MK689686.1_00019 hypothetical protein	MK689686.1_00019 hypothetical protein	MK689686.1_00019 hypothetical protein	GQ273492.1_00020 hypothetical protein	MK689686.1_00019 hypothetical protein	AF371960.1_00020 hypothetical protein	MK689686.1_00019 hypothetical protein	MG570131.1_00021 hypothetical protein	MG570132.1_00021 hypothetical protein	MK689686.1_00019 hypothetical protein	MK689686.1_00019 hypothetical protein	MK689686.1_00019 hypothetical protein	AF371960.1_00020 hypothetical protein	MK689686.1_00019 hypothetical protein	AF371960.1_00020 hypothetical protein	AF371960.1_00020 hypothetical protein	AF371960.1_00020 hypothetical protein	MK689686.1_00019 hypothetical protein	AF371960.1_00020 hypothetical protein	AF371960.1_00020 hypothetical protein	MK689686.1_00019 hypothetical protein	AF371960.1_00020 hypothetical protein	AF371960.1_00020 hypothetical protein	AF371960.1_00020 hypothetical protein	AF371960.1_00020 hypothetical protein	AF371960.1_00020 hypothetical protein	AF371960.1_00020 hypothetical protein	AF371960.1_00020 hypothetical protein	MK689686.1_00019 hypothetical protein	AF371960.1_00020 hypothetical protein	AF371960.1_00020 hypothetical protein	AF371960.1_00020 hypothetical protein	AF371960.1_00020 hypothetical protein	AF371960.1_00020 hypothetical protein	AF371960.1_00020 hypothetical protein	AF371960.1_00020 hypothetical protein	MK689686.1_00019 hypothetical protein	MK689686.1_00019 hypothetical protein	MK689686.1_00019 hypothetical protein	MK689686.1_00019 hypothetical protein	MK689686.1_00019 hypothetical protein	MK689686.1_00019 hypothetical protein	AF371960.1_00020 hypothetical protein	MK689686.1_00019 hypothetical protein	MK689686.1_00019 hypothetical protein	AF371960.1_00020 hypothetical protein	AF371960.1_00020 hypothetical protein	OQ475017.1_00020 OQ475017.1 - hypothetical protein translation	AF371960.1_00020 hypothetical protein	AF371960.1_00020 hypothetical protein	AF371960.1_00020 hypothetical protein	AF371960.1_00020 hypothetical protein	AF371960.1_00020 hypothetical protein	AF371960.1_00020 hypothetical protein	100	FALSE	3	SDDV, TSIV, n/a
OG0000017	MK689686.1_00021 hypothetical protein	AF371960.1_00021 hypothetical protein	MK689686.1_00021 hypothetical protein	MK689686.1_00021 hypothetical protein	MK689686.1_00021 hypothetical protein	GQ273492.1_00022 hypothetical protein	MK689686.1_00021 hypothetical protein	AF371960.1_00021 hypothetical protein	MK689686.1_00021 hypothetical protein	MG570131.1_00023 hypothetical protein	MG570132.1_00023 hypothetical protein	MK689686.1_00021 hypothetical protein	MK689686.1_00021 hypothetical protein	MK689686.1_00021 hypothetical protein	AF371960.1_00021 hypothetical protein	MK689686.1_00021 hypothetical protein	AF371960.1_00021 hypothetical protein	AF371960.1_00021 hypothetical protein	AF371960.1_00021 hypothetical protein	MK689686.1_00021 hypothetical protein	AF371960.1_00021 hypothetical protein	AF371960.1_00021 hypothetical protein	MK689686.1_00021 hypothetical protein	AF371960.1_00021 hypothetical protein	AF371960.1_00021 hypothetical protein	AF371960.1_00021 hypothetical protein	AF371960.1_00021 hypothetical protein	AF371960.1_00021 hypothetical protein	AF371960.1_00021 hypothetical protein	AF371960.1_00021 hypothetical protein	MK689686.1_00021 hypothetical protein	AF371960.1_00021 hypothetical protein	AF371960.1_00021 hypothetical protein	AF371960.1_00021 hypothetical protein	AF371960.1_00021 hypothetical protein	AF371960.1_00021 hypothetical protein	AF371960.1_00021 hypothetical protein	AF371960.1_00021 hypothetical protein	MK689686.1_00021 hypothetical protein	MK689686.1_00021 hypothetical protein	MK689686.1_00021 hypothetical protein	MK689686.1_00021 hypothetical protein	MK689686.1_00021 hypothetical protein	MK689686.1_00021 hypothetical protein	AF371960.1_00021 hypothetical protein	MK689686.1_00021 hypothetical protein	MK689686.1_00021 hypothetical protein	AF371960.1_00021 hypothetical protein	AF371960.1_00021 hypothetical protein	OQ475017.1_00022 OQ475017.1 - hypothetical protein translation	AF371960.1_00021 hypothetical protein	AF371960.1_00021 hypothetical protein	AF371960.1_00021 hypothetical protein	AF371960.1_00021 hypothetical protein	AF371960.1_00021 hypothetical protein	AF371960.1_00021 hypothetical protein	100	FALSE	3	SDDV, TSIV, n/a
OG0000018	MK689686.1_00022 hypothetical protein	AF371960.1_00022 hypothetical protein	MK689686.1_00022 hypothetical protein	MK689686.1_00022 hypothetical protein	MK689686.1_00022 hypothetical protein	GQ273492.1_00023 hypothetical protein	MK689686.1_00022 hypothetical protein	AF371960.1_00022 hypothetical protein	MK689686.1_00022 hypothetical protein	MG570131.1_00024 hypothetical protein	MG570132.1_00024 hypothetical protein	MK689686.1_00022 hypothetical protein	MK689686.1_00022 hypothetical protein	MK689686.1_00022 hypothetical protein	AF371960.1_00022 hypothetical protein	MK689686.1_00022 hypothetical protein	AF371960.1_00022 hypothetical protein	AF371960.1_00022 hypothetical protein	AF371960.1_00022 hypothetical protein	MK689686.1_00022 hypothetical protein	AF371960.1_00022 hypothetical protein	AF371960.1_00022 hypothetical protein	MK689686.1_00022 hypothetical protein	AF371960.1_00022 hypothetical protein	AF371960.1_00022 hypothetical protein	AF371960.1_00022 hypothetical protein	AF371960.1_00022 hypothetical protein	AF371960.1_00022 hypothetical protein	AF371960.1_00022 hypothetical protein	AF371960.1_00022 hypothetical protein	MK689686.1_00022 hypothetical protein	AF371960.1_00022 hypothetical protein	AF371960.1_00022 hypothetical protein	AF371960.1_00022 hypothetical protein	AF371960.1_00022 hypothetical protein	AF371960.1_00022 hypothetical protein	AF371960.1_00022 hypothetical protein	AF371960.1_00022 hypothetical protein	MK689686.1_00022 hypothetical protein	MK689686.1_00022 hypothetical protein	MK689686.1_00022 hypothetical protein	MK689686.1_00022 hypothetical protein	MK689686.1_00022 hypothetical protein	MK689686.1_00022 hypothetical protein	AF371960.1_00022 hypothetical protein	MK689686.1_00022 hypothetical protein	MK689686.1_00022 hypothetical protein	AF371960.1_00022 hypothetical protein	AF371960.1_00022 hypothetical protein	OQ475017.1_00023 OQ475017.1 - hypothetical protein translation	AF371960.1_00022 hypothetical protein	AF371960.1_00022 hypothetical protein	AF371960.1_00022 hypothetical protein	AF371960.1_00022 hypothetical protein	AF371960.1_00022 hypothetical protein	AF371960.1_00022 hypothetical protein	100	FALSE	3	SDDV, TSIV, n/a
OG0000019	MK689686.1_00025 Ribonucleoside-diphosphate reductase small chain	AF371960.1_00027 Ribonucleoside-diphosphate reductase small chain	MK689686.1_00025 Ribonucleoside-diphosphate reductase small chain	MK689686.1_00025 Ribonucleoside-diphosphate reductase small chain	MK689686.1_00025 Ribonucleoside-diphosphate reductase small chain	GQ273492.1_00027 Ribonucleoside-diphosphate reductase small chain	MK689686.1_00025 Ribonucleoside-diphosphate reductase small chain	AF371960.1_00027 Ribonucleoside-diphosphate reductase small chain	MK689686.1_00025 Ribonucleoside-diphosphate reductase small chain	MG570131.1_00027 Ribonucleoside-diphosphate reductase small chain	MG570132.1_00028 Ribonucleoside-diphosphate reductase small chain	MK689686.1_00025 Ribonucleoside-diphosphate reductase small chain	MK689686.1_00025 Ribonucleoside-diphosphate reductase small chain	MK689686.1_00025 Ribonucleoside-diphosphate reductase small chain	AF371960.1_00027 Ribonucleoside-diphosphate reductase small chain	MK689686.1_00025 Ribonucleoside-diphosphate reductase small chain	AF371960.1_00027 Ribonucleoside-diphosphate reductase small chain	AF371960.1_00027 Ribonucleoside-diphosphate reductase small chain	AF371960.1_00027 Ribonucleoside-diphosphate reductase small chain	MK689686.1_00025 Ribonucleoside-diphosphate reductase small chain	AF371960.1_00027 Ribonucleoside-diphosphate reductase small chain	AF371960.1_00027 Ribonucleoside-diphosphate reductase small chain	MK689686.1_00025 Ribonucleoside-diphosphate reductase small chain	AF371960.1_00027 Ribonucleoside-diphosphate reductase small chain	AF371960.1_00027 Ribonucleoside-diphosphate reductase small chain	AF371960.1_00027 Ribonucleoside-diphosphate reductase small chain	AF371960.1_00027 Ribonucleoside-diphosphate reductase small chain	AF371960.1_00027 Ribonucleoside-diphosphate reductase small chain	AF371960.1_00027 Ribonucleoside-diphosphate reductase small chain	AF371960.1_00027 Ribonucleoside-diphosphate reductase small chain	MK689686.1_00025 Ribonucleoside-diphosphate reductase small chain	AF371960.1_00027 Ribonucleoside-diphosphate reductase small chain	AF371960.1_00027 Ribonucleoside-diphosphate reductase small chain	AF371960.1_00027 Ribonucleoside-diphosphate reductase small chain	AF371960.1_00027 Ribonucleoside-diphosphate reductase small chain	AF371960.1_00027 Ribonucleoside-diphosphate reductase small chain	AF371960.1_00027 Ribonucleoside-diphosphate reductase small chain	AF371960.1_00027 Ribonucleoside-diphosphate reductase small chain	MK689686.1_00025 Ribonucleoside-diphosphate reductase small chain	MK689686.1_00025 Ribonucleoside-diphosphate reductase small chain	MK689686.1_00025 Ribonucleoside-diphosphate reductase small chain	MK689686.1_00025 Ribonucleoside-diphosphate reductase small chain	MK689686.1_00025 Ribonucleoside-diphosphate reductase small chain	MK689686.1_00025 Ribonucleoside-diphosphate reductase small chain	AF371960.1_00027 Ribonucleoside-diphosphate reductase small chain	MK689686.1_00025 Ribonucleoside-diphosphate reductase small chain	MK689686.1_00025 Ribonucleoside-diphosphate reductase small chain	AF371960.1_00027 Ribonucleoside-diphosphate reductase small chain	AF371960.1_00027 Ribonucleoside-diphosphate reductase small chain	OQ475017.1_00027 OQ475017.1 - Ribonucleoside-diphosphate reductase small chain translation	AF371960.1_00027 Ribonucleoside-diphosphate reductase small chain	AF371960.1_00027 Ribonucleoside-diphosphate reductase small chain	AF371960.1_00027 Ribonucleoside-diphosphate reductase small chain	AF371960.1_00027 Ribonucleoside-diphosphate reductase small chain	AF371960.1_00027 Ribonucleoside-diphosphate reductase small chain	AF371960.1_00027 Ribonucleoside-diphosphate reductase small chain	100	FALSE	3	SDDV, TSIV, n/a
