Orthogroup	AF303741	AF371960	AY521625	AY894343	BD143114	GQ273492	HF920633	HF920637	KC244182	KF938901	KT804738	KX643370	LS484712	MF599468	MG570131	MG570132	MK098185	MK098186	MK098187	MK689685	MK689686	MN432490	MN562489	MN803438	MT521409	MT798582	MT926123	MT986830	MW139932	NC_005946	OK042108	OK042109	OL774653	OL774654	OL774655	OM037668	ON075463	ON740976	ON743042	OP009387	OQ475017
OG0000010	AF303741.1_00063 hypothetical protein	AF371960.1_00034 hypothetical protein	AY521625.1_00059 AY521625.1 - hypothetical protein translation	MK689686.1_00032 hypothetical protein	MK689686.1_00032 hypothetical protein	deoxyribonucleoside kinase_refgen deoxyribonucleoside kinase	HF920633.1_00158 hypothetical protein	HF920637.1_00073 HF920637.1 - hypothetical protein translation	MK689686.1_00032 hypothetical protein	KF938901.1_00123 hypothetical protein	MK689686.1_00032 hypothetical protein	Lymph_LDV3_KX643370_00040 hypothetical protein	LS484712.1_00240 hypothetical protein	MF599468.1_00035 MF599468.1 - hypothetical protein translation	MG570131.1_00034 hypothetical protein	MG570132.1_00034 hypothetical protein	MK689686.1_00032 hypothetical protein	MK689686.1_00032 hypothetical protein	MK689686.1_00032 hypothetical protein	AF371960.1_00034 hypothetical protein	MK689686.1_00032 hypothetical protein	AF371960.1_00034 hypothetical protein	OM037668.1_00124 hypothetical protein	MN803438.1_00035 hypothetical protein	OM037668.1_00124 hypothetical protein	MK689686.1_00032 hypothetical protein	AF371960.1_00034 hypothetical protein	AF371960.1_00034 hypothetical protein	MK689686.1_00032 hypothetical protein	NC_005946.1_00087 hypothetical protein	MK689686.1_00032 hypothetical protein	MK689686.1_00032 hypothetical protein	MK689686.1_00032 hypothetical protein	MK689686.1_00032 hypothetical protein	MK689686.1_00032 hypothetical protein	OM037668.1_00124 hypothetical protein	MK689686.1_00032 hypothetical protein	MK689686.1_00032 hypothetical protein	MK689686.1_00032 hypothetical protein	AF371960.1_00034 hypothetical protein	OQ475017.1_00033 OQ475017.1 - hypothetical protein translation
OG0000011	AF303741.1_00081 hypothetical protein	AF371960.1_00107 hypothetical protein	AY521625.1_00047 AY521625.1 - hypothetical protein translation	MK689686.1_00105 hypothetical protein	MK689686.1_00105 hypothetical protein	GQ273492.1_00103 hypothetical protein	HF920633.1_00003 hypothetical protein	HF920637.1_00111 HF920637.1 - hypothetical protein translation	MK689686.1_00105 hypothetical protein	KF938901.1_00025 hypothetical protein	MK689686.1_00105 hypothetical protein	Lymph_LDV3_KX643370_00095 hypothetical protein	LS484712.1_00053 hypothetical protein	MF599468.1_00117 MF599468.1 - hypothetical protein translation	MG570131.1_00103 hypothetical protein	MG570132.1_00103 hypothetical protein	MK689686.1_00105 hypothetical protein	MK689686.1_00105 hypothetical protein	MK689686.1_00105 hypothetical protein	AF371960.1_00107 hypothetical protein	MK689686.1_00105 hypothetical protein	AF371960.1_00107 hypothetical protein	OM037668.1_00073 hypothetical protein	MN803438.1_00051 hypothetical protein	OM037668.1_00073 hypothetical protein	MK689686.1_00105 hypothetical protein	AF371960.1_00107 hypothetical protein	AF371960.1_00107 hypothetical protein	MK689686.1_00105 hypothetical protein	NC_005946.1_00023 hypothetical protein	MK689686.1_00105 hypothetical protein	MK689686.1_00105 hypothetical protein	MK689686.1_00105 hypothetical protein	MK689686.1_00105 hypothetical protein	MK689686.1_00105 hypothetical protein	OM037668.1_00073 hypothetical protein	MK689686.1_00105 hypothetical protein	MK689686.1_00105 hypothetical protein	MK689686.1_00105 hypothetical protein	AF371960.1_00107 hypothetical protein	OQ475017.1_00105 OQ475017.1 - hypothetical protein translation
OG0000012	AF303741.1_00125 Major capsid protein	AF371960.1_00007 Major capsid protein	AY521625.1_00064 AY521625.1 - Major capsid protein translation	MK689686.1_00007 Major capsid protein	MK689686.1_00007 Major capsid protein	GQ273492.1_00007 Major capsid protein	HF920633.1_00073 Major capsid protein	HF920637.1_00143 HF920637.1 - Major capsid protein translation	MK689686.1_00007 Major capsid protein	KF938901.1_00044 Major capsid protein	MK689686.1_00007 Major capsid protein	Lymph_LDV3_KX643370_00051 Major capsid protein	LS484712.1_00142 Major capsid protein	MF599468.1_00152 MF599468.1 - Major capsid protein translation	MG570131.1_00008 Major capsid protein	MG570132.1_00008 Major capsid protein	MK689686.1_00007 Major capsid protein	MK689686.1_00007 Major capsid protein	MK689686.1_00007 Major capsid protein	AF371960.1_00007 Major capsid protein	MK689686.1_00007 Major capsid protein	AF371960.1_00007 Major capsid protein	OM037668.1_00057 Major capsid protein	MN803438.1_00023 Major capsid protein	OM037668.1_00057 Major capsid protein	MK689686.1_00007 Major capsid protein	AF371960.1_00007 Major capsid protein	AF371960.1_00007 Major capsid protein	MK689686.1_00007 Major capsid protein	NC_005946.1_00091 Major capsid protein	MK689686.1_00007 Major capsid protein	MK689686.1_00007 Major capsid protein	MK689686.1_00007 Major capsid protein	MK689686.1_00007 Major capsid protein	MK689686.1_00007 Major capsid protein	OM037668.1_00057 Major capsid protein	MK689686.1_00007 Major capsid protein	MK689686.1_00007 Major capsid protein	MK689686.1_00007 Major capsid protein	AF371960.1_00007 Major capsid protein	OQ475017.1_00007 OQ475017.1 - Major capsid protein translation
OG0000013	AF303741.1_00137 hypothetical protein	AF371960.1_00088 hypothetical protein	AY521625.1_00086 AY521625.1 - hypothetical protein translation	MK689686.1_00084 hypothetical protein	MK689686.1_00084 hypothetical protein	GQ273492.1_00083 hypothetical protein	HF920633.1_00163 hypothetical protein	HF920637.1_00197 HF920637.1 - hypothetical protein translation	MK689686.1_00084 hypothetical protein	KF938901.1_00012 hypothetical protein	MK689686.1_00084 hypothetical protein	Lymph_LDV3_KX643370_00075 hypothetical protein	LS484712.1_00192 hypothetical protein	MF599468.1_00106 MF599468.1 - hypothetical protein translation	MG570131.1_00083 hypothetical protein	MG570132.1_00083 hypothetical protein	MK689686.1_00084 hypothetical protein	MK689686.1_00084 hypothetical protein	MK689686.1_00084 hypothetical protein	AF371960.1_00088 hypothetical protein	MK689686.1_00084 hypothetical protein	AF371960.1_00088 hypothetical protein	OM037668.1_00090 hypothetical protein	MN803438.1_00097 hypothetical protein	OM037668.1_00090 hypothetical protein	MK689686.1_00084 hypothetical protein	AF371960.1_00088 hypothetical protein	AF371960.1_00088 hypothetical protein	MK689686.1_00084 hypothetical protein	NC_005946.1_00094 hypothetical protein	MK689686.1_00084 hypothetical protein	MK689686.1_00084 hypothetical protein	MK689686.1_00084 hypothetical protein	MK689686.1_00084 hypothetical protein	MK689686.1_00084 hypothetical protein	OM037668.1_00090 hypothetical protein	MK689686.1_00084 hypothetical protein	MK689686.1_00084 hypothetical protein	MK689686.1_00084 hypothetical protein	AF371960.1_00088 hypothetical protein	OQ475017.1_00083 OQ475017.1 - hypothetical protein translation
OG0000014	AF303741.1_00149 hypothetical protein	AF371960.1_00092 hypothetical protein	AY521625.1_00016 AY521625.1 - hypothetical protein translation	MK689686.1_00088 hypothetical protein	MK689686.1_00088 hypothetical protein	GQ273492.1_00087 hypothetical protein	HF920633.1_00091 hypothetical protein	HF920637.1_00172 HF920637.1 - hypothetical protein translation	MK689686.1_00088 hypothetical protein	KF938901.1_00053 hypothetical protein	MK689686.1_00088 hypothetical protein	Lymph_LDV3_KX643370_00061 hypothetical protein	LS484712.1_00050 hypothetical protein	MF599468.1_00174 MF599468.1 - hypothetical protein translation	MG570131.1_00087 hypothetical protein	MG570132.1_00087 hypothetical protein	MK689686.1_00088 hypothetical protein	MK689686.1_00088 hypothetical protein	MK689686.1_00088 hypothetical protein	AF371960.1_00092 hypothetical protein	MK689686.1_00088 hypothetical protein	AF371960.1_00092 hypothetical protein	OM037668.1_00084 hypothetical protein	MN803438.1_00027 hypothetical protein	OM037668.1_00084 hypothetical protein	MK689686.1_00088 hypothetical protein	AF371960.1_00092 hypothetical protein	AF371960.1_00092 hypothetical protein	MK689686.1_00088 hypothetical protein	NC_005946.1_00002 hypothetical protein	MK689686.1_00088 hypothetical protein	MK689686.1_00088 hypothetical protein	MK689686.1_00088 hypothetical protein	MK689686.1_00088 hypothetical protein	MK689686.1_00088 hypothetical protein	OM037668.1_00084 hypothetical protein	MK689686.1_00088 hypothetical protein	MK689686.1_00088 hypothetical protein	MK689686.1_00088 hypothetical protein	AF371960.1_00092 hypothetical protein	OQ475017.1_00087 OQ475017.1 - hypothetical protein translation
OG0000015	AF303741.1_00156 hypothetical protein	AF371960.1_00032 hypothetical protein	AY521625.1_00074 AY521625.1 - hypothetical protein translation	MK689686.1_00030 hypothetical protein	MK689686.1_00030 hypothetical protein	GQ273492.1_00031 hypothetical protein	HF920633.1_00080 hypothetical protein	HF920637.1_00031 HF920637.1 - hypothetical protein translation	MK689686.1_00030 hypothetical protein	KF938901.1_00047 hypothetical protein	MK689686.1_00030 hypothetical protein	Lymph_LDV3_KX643370_00057 hypothetical protein	LS484712.1_00188 hypothetical protein	MF599468.1_00090 MF599468.1 - hypothetical protein translation	MG570131.1_00032 hypothetical protein	MG570132.1_00032 hypothetical protein	MK689686.1_00030 hypothetical protein	MK689686.1_00030 hypothetical protein	MK689686.1_00030 hypothetical protein	AF371960.1_00032 hypothetical protein	MK689686.1_00030 hypothetical protein	AF371960.1_00032 hypothetical protein	OM037668.1_00123 hypothetical protein	MN803438.1_00068 hypothetical protein	OM037668.1_00123 hypothetical protein	MK689686.1_00030 hypothetical protein	AF371960.1_00032 hypothetical protein	AF371960.1_00032 hypothetical protein	MK689686.1_00030 hypothetical protein	NC_005946.1_00083 hypothetical protein	MK689686.1_00030 hypothetical protein	MK689686.1_00030 hypothetical protein	MK689686.1_00030 hypothetical protein	MK689686.1_00030 hypothetical protein	MK689686.1_00030 hypothetical protein	OM037668.1_00123 hypothetical protein	MK689686.1_00030 hypothetical protein	MK689686.1_00030 hypothetical protein	MK689686.1_00030 hypothetical protein	AF371960.1_00032 hypothetical protein	OQ475017.1_00031 OQ475017.1 - hypothetical protein translation
OG0000016	AF303741.1_00158 hypothetical protein	AF371960.1_00005 hypothetical protein	AY521625.1_00054 AY521625.1 - hypothetical protein translation	MK689686.1_00005 hypothetical protein	MK689686.1_00005 hypothetical protein	GQ273492.1_00005 hypothetical protein	HF920633.1_00097 hypothetical protein	HF920637.1_00041 HF920637.1 - hypothetical protein translation	MK689686.1_00005 hypothetical protein	KF938901.1_00124 hypothetical protein	MK689686.1_00005 hypothetical protein	Lymph_LDV3_KX643370_00077 hypothetical protein	LS484712.1_00096 hypothetical protein	MF599468.1_00116 MF599468.1 - hypothetical protein translation	NLI interacting factor-like phosphatase_refgen NLI interacting factor-like phosphatase	MG570132.1_00005 hypothetical protein	MK689686.1_00005 hypothetical protein	MK689686.1_00005 hypothetical protein	MK689686.1_00005 hypothetical protein	AF371960.1_00005 hypothetical protein	MK689686.1_00005 hypothetical protein	AF371960.1_00005 hypothetical protein	OM037668.1_00013 hypothetical protein	MN803438.1_00089 hypothetical protein	OM037668.1_00013 hypothetical protein	MK689686.1_00005 hypothetical protein	AF371960.1_00005 hypothetical protein	AF371960.1_00005 hypothetical protein	MK689686.1_00005 hypothetical protein	NC_005946.1_00038 hypothetical protein	MK689686.1_00005 hypothetical protein	MK689686.1_00005 hypothetical protein	MK689686.1_00005 hypothetical protein	MK689686.1_00005 hypothetical protein	MK689686.1_00005 hypothetical protein	OM037668.1_00013 hypothetical protein	MK689686.1_00005 hypothetical protein	MK689686.1_00005 hypothetical protein	MK689686.1_00005 hypothetical protein	AF371960.1_00005 hypothetical protein	OQ475017.1_00005 OQ475017.1 - hypothetical protein translation
OG0000017	AF303741.1_00189 DNA-directed RNA polymerase subunit 2	AF371960.1_00036 DNA-directed RNA polymerase subunit 2	AY521625.1_00065 AY521625.1 - DNA-directed RNA polymerase subunit 2 translation	MK689686.1_00034 DNA-directed RNA polymerase subunit 2	MK689686.1_00034 DNA-directed RNA polymerase subunit 2	DNA-directed RNA polymerase II second largest subunit-like protein_refgen DNA-directed RNA polymerase II second largest subunit-like protein	HF920633.1_00175 DNA-directed RNA polymerase subunit 2	HF920637.1_00213 HF920637.1 - DNA-directed RNA polymerase subunit 2 translation	MK689686.1_00034 DNA-directed RNA polymerase subunit 2	KF938901.1_00023 DNA-directed RNA polymerase subunit 2	MK689686.1_00034 DNA-directed RNA polymerase subunit 2	Lymph_LDV3_KX643370_00049 hypothetical protein	LS484712.1_00194 DNA-directed RNA polymerase subunit 2	MF599468.1_00071 MF599468.1 - DNA-directed RNA polymerase subunit 2 translation	MG570131.1_00036 DNA-directed RNA polymerase subunit 2	MG570132.1_00036 DNA-directed RNA polymerase subunit 2	MK689686.1_00034 DNA-directed RNA polymerase subunit 2	MK689686.1_00034 DNA-directed RNA polymerase subunit 2	MK689686.1_00034 DNA-directed RNA polymerase subunit 2	AF371960.1_00036 DNA-directed RNA polymerase subunit 2	MK689686.1_00034 DNA-directed RNA polymerase subunit 2	AF371960.1_00036 DNA-directed RNA polymerase subunit 2	OM037668.1_00127 DNA-directed RNA polymerase subunit 2	MN803438.1_00013 hypothetical protein	OM037668.1_00127 DNA-directed RNA polymerase subunit 2	MK689686.1_00034 DNA-directed RNA polymerase subunit 2	AF371960.1_00036 DNA-directed RNA polymerase subunit 2	AF371960.1_00036 DNA-directed RNA polymerase subunit 2	MK689686.1_00034 DNA-directed RNA polymerase subunit 2	FV3gorf62L DNA-dependent RNA polymerase II second largest subunit domain beta subunit	MK689686.1_00034 DNA-directed RNA polymerase subunit 2	MK689686.1_00034 DNA-directed RNA polymerase subunit 2	MK689686.1_00034 DNA-directed RNA polymerase subunit 2	MK689686.1_00034 DNA-directed RNA polymerase subunit 2	MK689686.1_00034 DNA-directed RNA polymerase subunit 2	OM037668.1_00127 DNA-directed RNA polymerase subunit 2	MK689686.1_00034 DNA-directed RNA polymerase subunit 2	MK689686.1_00034 DNA-directed RNA polymerase subunit 2	MK689686.1_00034 DNA-directed RNA polymerase subunit 2	AF371960.1_00036 DNA-directed RNA polymerase subunit 2	OQ475017.1_00035 OQ475017.1 - DNA-directed RNA polymerase subunit 2 translation
OG0000018	AF303741.1_00062 hypothetical protein	AF371960.1_00089 hypothetical protein	AY521625.1_00073 AY521625.1 - hypothetical protein translation	MK689686.1_00085 hypothetical protein	MK689686.1_00085 hypothetical protein	GQ273492.1_00084 hypothetical protein	HF920633.1_00094 hypothetical protein	HF920637.1_00079 HF920637.1 - hypothetical protein translation	MK689686.1_00085 hypothetical protein	KF938901.1_00046 hypothetical protein	MK689686.1_00085 hypothetical protein	Lymph_LDV3_KX643370_00126 hypothetical protein		MF599468.1_00046 MF599468.1 - hypothetical protein translation	MG570131.1_00084 hypothetical protein	MG570132.1_00084 hypothetical protein	MK689686.1_00085 hypothetical protein	MK689686.1_00085 hypothetical protein	MK689686.1_00085 hypothetical protein	AF371960.1_00089 hypothetical protein	MK689686.1_00085 hypothetical protein	AF371960.1_00089 hypothetical protein	OM037668.1_00089 hypothetical protein	MN803438.1_00122 hypothetical protein	OM037668.1_00089 hypothetical protein	MK689686.1_00085 hypothetical protein	AF371960.1_00089 hypothetical protein	AF371960.1_00089 hypothetical protein	MK689686.1_00085 hypothetical protein	NC_005946.1_00082 hypothetical protein	MK689686.1_00085 hypothetical protein	MK689686.1_00085 hypothetical protein	MK689686.1_00085 hypothetical protein	MK689686.1_00085 hypothetical protein	MK689686.1_00085 hypothetical protein	OM037668.1_00089 hypothetical protein	MK689686.1_00085 hypothetical protein	MK689686.1_00085 hypothetical protein	MK689686.1_00085 hypothetical protein	AF371960.1_00089 hypothetical protein	OQ475017.1_00084 OQ475017.1 - hypothetical protein translation
OG0000019	AF303741.1_00080 hypothetical protein	AF371960.1_00112 hypothetical protein	AY521625.1_00069 AY521625.1 - hypothetical protein translation	MK689686.1_00110 hypothetical protein	MK689686.1_00110 hypothetical protein	GQ273492.1_00108 hypothetical protein	HF920633.1_00079 hypothetical protein	HF920637.1_00025 HF920637.1 - hypothetical protein translation	MK689686.1_00110 hypothetical protein	KF938901.1_00043 hypothetical protein	MK689686.1_00110 hypothetical protein	Lymph_LDV3_KX643370_00135 hypothetical protein		MF599468.1_00092 MF599468.1 - hypothetical protein translation	MG570131.1_00108 hypothetical protein	MG570132.1_00108 hypothetical protein	MK689686.1_00110 hypothetical protein	MK689686.1_00110 hypothetical protein	MK689686.1_00110 hypothetical protein	AF371960.1_00112 hypothetical protein	MK689686.1_00110 hypothetical protein	AF371960.1_00112 hypothetical protein	OM037668.1_00076 hypothetical protein	MN803438.1_00104 hypothetical protein	OM037668.1_00076 hypothetical protein	MK689686.1_00110 hypothetical protein	AF371960.1_00112 hypothetical protein	AF371960.1_00112 hypothetical protein	MK689686.1_00110 hypothetical protein	NC_005946.1_00028 hypothetical protein	MK689686.1_00110 hypothetical protein	MK689686.1_00110 hypothetical protein	MK689686.1_00110 hypothetical protein	MK689686.1_00110 hypothetical protein	MK689686.1_00110 hypothetical protein	OM037668.1_00076 hypothetical protein	MK689686.1_00110 hypothetical protein	MK689686.1_00110 hypothetical protein	MK689686.1_00110 hypothetical protein	AF371960.1_00112 hypothetical protein	OQ475017.1_00110 OQ475017.1 - hypothetical protein translation
OG0000020	AF303741.1_00129 hypothetical protein	AF371960.1_00096 hypothetical protein	AY521625.1_00100 AY521625.1 - hypothetical protein translation	MK689686.1_00093 hypothetical protein	MK689686.1_00093 hypothetical protein	GQ273492.1_00092 hypothetical protein	HF920633.1_00085 hypothetical protein	HF920637.1_00221 HF920637.1 - hypothetical protein translation	MK689686.1_00093 hypothetical protein	KF938901.1_00125 hypothetical protein	MK689686.1_00093 hypothetical protein	Lymph_LDV3_KX643370_00055 hypothetical protein		MF599468.1_00154 MF599468.1 - hypothetical protein translation	MG570131.1_00092 hypothetical protein	MG570132.1_00092 hypothetical protein	MK689686.1_00093 hypothetical protein	MK689686.1_00093 hypothetical protein	MK689686.1_00093 hypothetical protein	AF371960.1_00096 hypothetical protein	MK689686.1_00093 hypothetical protein	AF371960.1_00096 hypothetical protein	OM037668.1_00080 hypothetical protein	MN803438.1_00071 hypothetical protein	OM037668.1_00080 hypothetical protein	MK689686.1_00093 hypothetical protein	AF371960.1_00096 hypothetical protein	AF371960.1_00096 hypothetical protein	MK689686.1_00093 hypothetical protein	NC_005946.1_00014 hypothetical protein	MK689686.1_00093 hypothetical protein	MK689686.1_00093 hypothetical protein	MK689686.1_00093 hypothetical protein	MK689686.1_00093 hypothetical protein	MK689686.1_00093 hypothetical protein	OM037668.1_00080 hypothetical protein	MK689686.1_00093 hypothetical protein	MK689686.1_00093 hypothetical protein	MK689686.1_00093 hypothetical protein	AF371960.1_00096 hypothetical protein	OQ475017.1_00093 OQ475017.1 - hypothetical protein translation
OG0000021	AF303741.1_00168 Ribonucleoside-diphosphate reductase small chain	AF371960.1_00027 Ribonucleoside-diphosphate reductase small chain	AY521625.1_00042 AY521625.1 - hypothetical protein translation	MK689686.1_00025 Ribonucleoside-diphosphate reductase small chain	MK689686.1_00025 Ribonucleoside-diphosphate reductase small chain	GQ273492.1_00027 Ribonucleoside-diphosphate reductase small chain	HF920633.1_00062 Ribonucleoside-diphosphate reductase small chain	HF920637.1_00061 HF920637.1 - Ribonucleoside-diphosphate reductase small chain translation	MK689686.1_00025 Ribonucleoside-diphosphate reductase small chain	KF938901.1_00094 Ribonucleoside-diphosphate reductase small chain	MK689686.1_00025 Ribonucleoside-diphosphate reductase small chain	Lymph_LDV3_KX643370_00052 Ribonucleoside-diphosphate reductase small chain	LS484712.1_00149 Ribonucleoside-diphosphate reductase small chain		MG570131.1_00027 Ribonucleoside-diphosphate reductase small chain	MG570132.1_00028 Ribonucleoside-diphosphate reductase small chain	MK689686.1_00025 Ribonucleoside-diphosphate reductase small chain	MK689686.1_00025 Ribonucleoside-diphosphate reductase small chain	MK689686.1_00025 Ribonucleoside-diphosphate reductase small chain	AF371960.1_00027 Ribonucleoside-diphosphate reductase small chain	MK689686.1_00025 Ribonucleoside-diphosphate reductase small chain	AF371960.1_00027 Ribonucleoside-diphosphate reductase small chain	OM037668.1_00064 Ribonucleoside-diphosphate reductase small chain	MN803438.1_00024 hypothetical protein	OM037668.1_00064 Ribonucleoside-diphosphate reductase small chain	MK689686.1_00025 Ribonucleoside-diphosphate reductase small chain	AF371960.1_00027 Ribonucleoside-diphosphate reductase small chain	AF371960.1_00027 Ribonucleoside-diphosphate reductase small chain	MK689686.1_00025 Ribonucleoside-diphosphate reductase small chain	NC_005946.1_00067 hypothetical protein	MK689686.1_00025 Ribonucleoside-diphosphate reductase small chain	MK689686.1_00025 Ribonucleoside-diphosphate reductase small chain	MK689686.1_00025 Ribonucleoside-diphosphate reductase small chain	MK689686.1_00025 Ribonucleoside-diphosphate reductase small chain	MK689686.1_00025 Ribonucleoside-diphosphate reductase small chain	OM037668.1_00064 Ribonucleoside-diphosphate reductase small chain	MK689686.1_00025 Ribonucleoside-diphosphate reductase small chain	MK689686.1_00025 Ribonucleoside-diphosphate reductase small chain	MK689686.1_00025 Ribonucleoside-diphosphate reductase small chain	AF371960.1_00027 Ribonucleoside-diphosphate reductase small chain	OQ475017.1_00027 OQ475017.1 - Ribonucleoside-diphosphate reductase small chain translation
OG0000022	AF303741.1_00154 FAD-linked sulfhydryl oxidase	AF371960.1_00045 hypothetical protein	AY521625.1_00062 AY521625.1 - hypothetical protein translation	MK689686.1_00043 hypothetical protein	MK689686.1_00043 hypothetical protein	GQ273492.1_00044 hypothetical protein	HF920633.1_00017 hypothetical protein	HF920637.1_00033 HF920637.1 - FAD-linked sulfhydryl oxidase translation	MK689686.1_00043 hypothetical protein		MK689686.1_00043 hypothetical protein	Lymph_LDV3_KX643370_00089 hypothetical protein	LS484712.1_00117 hypothetical protein		MG570131.1_00045 hypothetical protein	MG570132.1_00045 hypothetical protein	MK689686.1_00043 hypothetical protein	MK689686.1_00043 hypothetical protein	MK689686.1_00043 hypothetical protein	AF371960.1_00045 hypothetical protein	MK689686.1_00043 hypothetical protein	AF371960.1_00045 hypothetical protein	OM037668.1_00113 hypothetical protein	MN803438.1_00077 hypothetical protein	OM037668.1_00113 hypothetical protein	MK689686.1_00043 hypothetical protein	AF371960.1_00045 hypothetical protein	AF371960.1_00045 hypothetical protein	MK689686.1_00043 hypothetical protein	NC_005946.1_00089 hypothetical protein	MK689686.1_00043 hypothetical protein	MK689686.1_00043 hypothetical protein	MK689686.1_00043 hypothetical protein	MK689686.1_00043 hypothetical protein	MK689686.1_00043 hypothetical protein	OM037668.1_00113 hypothetical protein	MK689686.1_00043 hypothetical protein	MK689686.1_00043 hypothetical protein	MK689686.1_00043 hypothetical protein	AF371960.1_00045 hypothetical protein	OQ475017.1_00044 OQ475017.1 - hypothetical protein translation
OG0000023	AF303741.1_00132 hypothetical protein	AF371960.1_00078 hypothetical protein	AY521625.1_00051 AY521625.1 - hypothetical protein translation	MK689686.1_00074 hypothetical protein		GQ273492.1_00073 hypothetical protein	HF920633.1_00025 hypothetical protein	HF920637.1_00121 HF920637.1 - hypothetical protein translation	MK689686.1_00074 hypothetical protein	KF938901.1_00072 hypothetical protein	MK689686.1_00074 hypothetical protein	Lymph_LDV3_KX643370_00004 hypothetical protein	LS484712.1_00040 hypothetical protein	MF599468.1_00010 MF599468.1 - hypothetical protein translation	MG570131.1_00073 hypothetical protein	MG570132.1_00073 hypothetical protein	MK689686.1_00074 hypothetical protein	MK689686.1_00074 hypothetical protein	MK689686.1_00074 hypothetical protein	AF371960.1_00078 hypothetical protein	MK689686.1_00074 hypothetical protein	AF371960.1_00078 hypothetical protein	OM037668.1_00021 hypothetical protein	MN803438.1_00142 hypothetical protein	OM037668.1_00021 hypothetical protein	MK689686.1_00074 hypothetical protein	AF371960.1_00078 hypothetical protein	AF371960.1_00078 hypothetical protein	MK689686.1_00074 hypothetical protein	NC_005946.1_00042 hypothetical protein			MK689686.1_00074 hypothetical protein	MK689686.1_00074 hypothetical protein	MK689686.1_00074 hypothetical protein	OM037668.1_00021 hypothetical protein	MK689686.1_00074 hypothetical protein	MK689686.1_00074 hypothetical protein	MK689686.1_00074 hypothetical protein	AF371960.1_00078 hypothetical protein	OQ475017.1_00073 OQ475017.1 - hypothetical protein translation
OG0000024		AF371960.1_00079 hypothetical protein		MK689686.1_00075 hypothetical protein	MK689686.1_00075 hypothetical protein	GQ273492.1_00074 hypothetical protein			MK689686.1_00075 hypothetical protein		MK689686.1_00075 hypothetical protein				MG570131.1_00074 hypothetical protein	MG570132.1_00074 hypothetical protein	MK689686.1_00075 hypothetical protein	MK689686.1_00075 hypothetical protein	MK689686.1_00075 hypothetical protein	AF371960.1_00079 hypothetical protein	MK689686.1_00075 hypothetical protein	AF371960.1_00079 hypothetical protein	OM037668.1_00006 hypothetical protein, OM037668.1_00125 hypothetical protein, OM037668.1_00133 hypothetical protein		OM037668.1_00006 hypothetical protein, OM037668.1_00125 hypothetical protein, OM037668.1_00133 hypothetical protein	MK689686.1_00075 hypothetical protein	AF371960.1_00079 hypothetical protein	AF371960.1_00079 hypothetical protein	MK689686.1_00075 hypothetical protein		MK689686.1_00075 hypothetical protein	MK689686.1_00075 hypothetical protein	MK689686.1_00075 hypothetical protein	MK689686.1_00075 hypothetical protein	MK689686.1_00075 hypothetical protein	OM037668.1_00006 hypothetical protein, OM037668.1_00125 hypothetical protein, OM037668.1_00133 hypothetical protein	MK689686.1_00075 hypothetical protein	MK689686.1_00075 hypothetical protein	MK689686.1_00075 hypothetical protein	AF371960.1_00079 hypothetical protein	OQ475017.1_00074 OQ475017.1 - hypothetical protein translation
OG0000025		AF371960.1_00006 hypothetical protein		MK689686.1_00006 hypothetical protein	MK689686.1_00006 hypothetical protein	GQ273492.1_00006 hypothetical protein			MK689686.1_00006 hypothetical protein		MK689686.1_00006 hypothetical protein	Lymph_LDV3_KX643370_00001 hypothetical protein			MG570131.1_00006 hypothetical protein	MG570132.1_00006 hypothetical protein	MK689686.1_00006 hypothetical protein	MK689686.1_00006 hypothetical protein	MK689686.1_00006 hypothetical protein	AF371960.1_00006 hypothetical protein	MK689686.1_00006 hypothetical protein	AF371960.1_00006 hypothetical protein	OM037668.1_00129 hypothetical protein, SDDV_ORF011 Tripartite motif-containing protein	MN803438.1_00145 hypothetical protein	OM037668.1_00129 hypothetical protein, SDDV_ORF011 Tripartite motif-containing protein	MK689686.1_00006 hypothetical protein	AF371960.1_00006 hypothetical protein	AF371960.1_00006 hypothetical protein	MK689686.1_00006 hypothetical protein		MK689686.1_00006 hypothetical protein	MK689686.1_00006 hypothetical protein	MK689686.1_00006 hypothetical protein	MK689686.1_00006 hypothetical protein	MK689686.1_00006 hypothetical protein	OM037668.1_00129 hypothetical protein, SDDV_ORF011 Tripartite motif-containing protein	MK689686.1_00006 hypothetical protein	MK689686.1_00006 hypothetical protein	MK689686.1_00006 hypothetical protein	AF371960.1_00006 hypothetical protein	OQ475017.1_00006 OQ475017.1 - hypothetical protein translation
